x_mm,y_mm,z_mm
0.0,0.0,2.8566730376995824
6.25,0.0,2.836112327840415
12.5,0.0,2.248426692032226
18.75,0.0,2.0137607699346973
25.0,0.0,1.8065115364220812
31.25,0.0,1.7592983959616446
37.5,0.0,1.8971390862149768
43.75,0.0,1.5105912378428672
50.0,0.0,1.4482776279197815
56.25,0.0,1.439320644006821
62.5,0.0,1.4889783623219162
68.75,0.0,1.39457001362434
75.0,0.0,1.3362818178444962
81.25,0.0,1.5057377987148397
87.5,0.0,1.501936870058191
93.75,0.0,1.4659818711678432
100.0,0.0,1.5826438316030649
106.25,0.0,1.5968201075286788
112.5,0.0,1.5811314833776584
118.75,0.0,1.6956816236501062
125.0,0.0,1.7535075472350796
131.25,0.0,2.0126096910530786
137.5,0.0,2.0708569037795943
143.75,0.0,2.542521795824668
150.0,0.0,2.62462810244853
0.0,6.25,2.66520030235206
6.25,6.25,2.4481903883277156
12.5,6.25,2.2269968002759297
18.75,6.25,1.9075630015215588
25.0,6.25,1.724708069112819
31.25,6.25,1.7784942186257982
37.5,6.25,1.3761483629571345
43.75,6.25,1.3453493714774682
50.0,6.25,1.1614634532782866
56.25,6.25,1.273429222575378
62.5,6.25,1.1932901631006432
68.75,6.25,1.1983960025431335
75.0,6.25,1.1752059668268184
81.25,6.25,1.1200645361523507
87.5,6.25,1.0989275269001573
93.75,6.25,1.160666690809836
100.0,6.25,1.198424692125329
106.25,6.25,1.1612910797297664
112.5,6.25,1.4007044945463851
118.75,6.25,1.558391221918519
125.0,6.25,1.577840332038031
131.25,6.25,1.8689069898408053
137.5,6.25,1.9361840510591664
143.75,6.25,2.268371909496716
150.0,6.25,2.296217537363872
0.0,12.5,2.400611289324271
6.25,12.5,2.2326496488684158
12.5,12.5,1.9845613621554836
18.75,12.5,1.6572337762961342
25.0,12.5,1.6125638720143924
31.25,12.5,1.396424728200713
37.5,12.5,1.2289360745548847
43.75,12.5,1.1579809694136949
50.0,12.5,1.1473060732101845
56.25,12.5,0.9346030350078696
62.5,12.5,1.0291209570286795
68.75,12.5,0.938288096054334
75.0,12.5,1.043527141314121
81.25,12.5,0.9681257156592559
87.5,12.5,0.937713837563389
93.75,12.5,1.0089033792862914
100.0,12.5,0.9699506396573057
106.25,12.5,1.1528122069925777
112.5,12.5,1.1497543742941947
118.75,12.5,1.2837349157301738
125.0,12.5,1.4622831958561857
131.25,12.5,1.5466691732874327
137.5,12.5,1.6600603167743055
143.75,12.5,1.9984744755310027
150.0,12.5,2.041270559526446
0.0,18.75,2.0270219373191387
6.25,18.75,1.9867329626650982
12.5,18.75,1.72222102215089
18.75,18.75,1.4974798559573415
25.0,18.75,1.3347656650197326
31.25,18.75,1.2366230379731418
37.5,18.75,1.0434273744932463
43.75,18.75,0.8640888305429952
50.0,18.75,0.9827515439726625
56.25,18.75,0.8555690145586624
62.5,18.75,0.7494770905465672
68.75,18.75,0.75197294001605
75.0,18.75,0.7633944978649532
81.25,18.75,0.762410713803345
87.5,18.75,0.761366716713576
93.75,18.75,0.8135628794793166
100.0,18.75,0.8241868652124548
106.25,18.75,0.9455750217937227
112.5,18.75,1.0953131839858539
118.75,18.75,1.124332028447693
125.0,18.75,1.3350332217163376
131.25,18.75,1.4522572738771478
137.5,18.75,1.7654585566784162
143.75,18.75,1.896788301672647
150.0,18.75,2.1433035798539897
0.0,25.0,2.1244014947456304
6.25,25.0,1.6668886210612959
12.5,25.0,1.501318933724518
18.75,25.0,1.3107251043694728
25.0,25.0,1.1307481852056331
31.25,25.0,1.045904414191571
37.5,25.0,0.9873751095949397
43.75,25.0,0.8834086784382172
50.0,25.0,0.6974135038357838
56.25,25.0,0.5756023139693749
62.5,25.0,0.6505820724159777
68.75,25.0,0.6908265325860966
75.0,25.0,0.5699597724900937
81.25,25.0,0.4964298196986958
87.5,25.0,0.6019508291020124
93.75,25.0,0.6191997158612729
100.0,25.0,0.779549297172297
106.25,25.0,0.9403352558186286
112.5,25.0,0.8663852801287751
118.75,25.0,1.0258605671403513
125.0,25.0,1.1999264160772012
131.25,25.0,1.3462467588138574
137.5,25.0,1.413491584863463
143.75,25.0,1.6294198772447899
150.0,25.0,1.9406775388322781
0.0,31.25,1.8661347563775526
6.25,31.25,1.6834848453159863
12.5,31.25,1.3644807432100032
18.75,31.25,1.143645628468687
25.0,31.25,1.0816683617118705
31.25,31.25,0.9915467008979432
37.5,31.25,0.7784606859431645
43.75,31.25,0.7356232766825188
50.0,31.25,0.6110125283257691
56.25,31.25,0.641352471954609
62.5,31.25,0.4803853702109319
68.75,31.25,0.4813363328668877
75.0,31.25,0.38362121817885564
81.25,31.25,0.4967803285943252
87.5,31.25,0.440417336963065
93.75,31.25,0.5139808666446691
100.0,31.25,0.6647691890483708
106.25,31.25,0.7326540469709555
112.5,31.25,0.8388582484089964
118.75,31.25,0.8791942694597537
125.0,31.25,1.0865090969418212
131.25,31.25,1.3011033471443774
137.5,31.25,1.389360452022366
143.75,31.25,1.387552980261962
150.0,31.25,1.6677118998759848
0.0,37.5,1.657543239735624
6.25,37.5,1.482058758031974
12.5,37.5,1.1390032122696365
18.75,37.5,1.085284571725468
25.0,37.5,0.8380547056785848
31.25,37.5,0.8468697929585896
37.5,37.5,0.7704904039065394
43.75,37.5,0.470646755655857
50.0,37.5,0.47638282012189836
56.25,37.5,0.3842027346483296
62.5,37.5,0.42602385421381117
68.75,37.5,0.3232003430447615
75.0,37.5,0.3776512814085752
81.25,37.5,0.3826126818598401
87.5,37.5,0.34876992032857335
93.75,37.5,0.4427073689706331
100.0,37.5,0.5059603840754783
106.25,37.5,0.5548602174967512
112.5,37.5,0.6854514015437225
118.75,37.5,0.8020534388225458
125.0,37.5,0.8804553918439814
131.25,37.5,1.1076266064396454
137.5,37.5,1.2304359921136911
143.75,37.5,1.4753751386640994
150.0,37.5,1.657883293537305
0.0,43.75,1.7091202388227384
6.25,43.75,1.5096116622895996
12.5,43.75,1.1656459769760892
18.75,43.75,1.061594433575811
25.0,43.75,0.8488682305595626
31.25,43.75,0.7085378805769478
37.5,43.75,0.5927957126710385
43.75,43.75,0.4851716284753251
50.0,43.75,0.33433761527306377
56.25,43.75,0.32616223366327185
62.5,43.75,0.28881167095975646
68.75,43.75,0.2699050539414247
75.0,43.75,0.2114889812335616
81.25,43.75,0.24330663427253507
87.5,43.75,0.3232383929929916
93.75,43.75,0.33688474282203057
100.0,43.75,0.3255116462562542
106.25,43.75,0.4869986720474862
112.5,43.75,0.55698620989888
118.75,43.75,0.6818953926292397
125.0,43.75,0.8179895609057065
131.25,43.75,1.0097183480928336
137.5,43.75,1.0905179793019393
143.75,43.75,1.3853783803153252
150.0,43.75,1.5549489484081684
0.0,50.0,1.6690251829551035
6.25,50.0,1.438681083475968
12.5,50.0,1.1667468672832126
18.75,50.0,0.9426549363339985
25.0,50.0,0.875647966747026
31.25,50.0,0.6209532300561736
37.5,50.0,0.5488562856639162
43.75,50.0,0.384729191827279
50.0,50.0,0.34119015936503094
56.25,50.0,0.15918129627202407
62.5,50.0,0.17890511993890026
68.75,50.0,0.1843112683472674
75.0,50.0,0.14000211424438805
81.25,50.0,0.17597554001434718
87.5,50.0,0.1649459283114482
93.75,50.0,0.23142890412101702
100.0,50.0,0.22226319737330685
106.25,50.0,0.3643152115885341
112.5,50.0,0.48705472286675366
118.75,50.0,0.6163433504757678
