id,value
1.000000,0.004859
2.000000,0.006454
3.000000,0.007863
4.000000,0.008983
5.000000,0.009738
6.000000,0.010090
7.000000,0.010037
8.000000,0.009620
9.000000,0.008914
10.000000,0.008022
11.000000,0.007066
12.000000,0.006175
13.000000,0.005468
14.000000,0.005051
15.000000,0.004999
16.000000,0.005350
17.000000,0.006106
18.000000,0.007226
19.000000,0.008635
20.000000,0.010230
21.000000,0.005137
22.000000,0.006257
23.000000,0.007262
24.000000,0.008089
25.000000,0.008690
26.000000,0.009041
27.000000,0.009143
28.000000,0.009020
29.000000,0.008718
30.000000,0.008301
31.000000,0.007844
32.000000,0.007427
33.000000,0.007125
34.000000,0.007002
35.000000,0.007103
36.000000,0.007455
37.000000,0.008056
38.000000,0.008883
39.000000,0.009888
40.000000,0.011008
41.000000,0.005360
42.000000,0.005711
43.000000,0.006063
44.000000,0.006414
45.000000,0.006765
46.000000,0.007117
47.000000,0.007468
48.000000,0.007820
49.000000,0.008171
50.000000,0.008523
51.000000,0.008874
52.000000,0.009226
53.000000,0.009577
54.000000,0.009929
55.000000,0.010280
56.000000,0.010632
57.000000,0.010983
58.000000,0.011335
59.000000,0.011686
60.000000,0.012038
61.000000,0.007656
62.000000,0.007239
63.000000,0.006936
64.000000,0.006813
65.000000,0.006915
66.000000,0.007266
67.000000,0.007867
68.000000,0.008694
69.000000,0.009699
70.000000,0.010819
71.000000,0.011978
72.000000,0.013098
73.000000,0.014103
74.000000,0.014930
75.000000,0.015531
76.000000,0.015882
77.000000,0.015984
78.000000,0.015861
79.000000,0.015559
80.000000,0.015142
81.000000,0.016503
82.000000,0.015611
83.000000,0.014905
84.000000,0.014488
85.000000,0.014435
86.000000,0.014787
87.000000,0.015542
88.000000,0.016662
89.000000,0.018071
90.000000,0.019666
91.000000,0.021325
92.000000,0.022920
93.000000,0.024329
94.000000,0.025449
95.000000,0.026204
96.000000,0.026556
97.000000,0.026503
98.000000,0.026086
99.000000,0.025380
100.000000,0.024488
101.000000,0.017030
102.000000,0.016138
103.000000,0.015432
104.000000,0.015015
105.000000,0.014962
106.000000,0.015314
107.000000,0.016069
108.000000,0.017189
109.000000,0.018598
110.000000,0.020193
111.000000,0.021852
112.000000,0.023447
113.000000,0.024856
114.000000,0.025976
115.000000,0.026731
116.000000,0.027083
117.000000,0.027030
118.000000,0.026613
119.000000,0.025907
120.000000,0.025015
121.000000,0.009237
122.000000,0.008820
123.000000,0.008518
124.000000,0.008395
125.000000,0.008496
126.000000,0.008848
127.000000,0.009449
128.000000,0.010276
129.000000,0.011281
130.000000,0.012401
131.000000,0.013560
132.000000,0.014680
133.000000,0.015685
134.000000,0.016511
135.000000,0.017113
136.000000,0.017464
137.000000,0.017566
138.000000,0.017443
139.000000,0.017140
140.000000,0.016723
141.000000,0.007996
142.000000,0.008347
143.000000,0.008699
144.000000,0.009050
145.000000,0.009402
146.000000,0.009753
147.000000,0.010105
148.000000,0.010456
149.000000,0.010808
150.000000,0.011159
151.000000,0.011511
152.000000,0.011862
153.000000,0.012213
154.000000,0.012565
155.000000,0.012916
156.000000,0.013268
157.000000,0.013619
158.000000,0.013971
159.000000,0.014322
160.000000,0.014674
161.000000,0.008828
162.000000,0.009948
163.000000,0.010953
164.000000,0.011779
165.000000,0.012381
166.000000,0.012732
167.000000,0.012834
168.000000,0.012710
169.000000,0.012408
170.000000,0.011991
171.000000,0.011535
172.000000,0.011118
173.000000,0.010816
174.000000,0.010692
175.000000,0.010794
176.000000,0.011146
177.000000,0.011747
178.000000,0.012573
179.000000,0.013578
180.000000,0.014698
181.000000,0.009604
182.000000,0.011199
183.000000,0.012608
184.000000,0.013728
185.000000,0.014483
186.000000,0.014835
187.000000,0.014782
188.000000,0.014365
189.000000,0.013659
190.000000,0.012767
191.000000,0.011811
192.000000,0.010920
193.000000,0.010213
194.000000,0.009796
195.000000,0.009744
196.000000,0.010095
197.000000,0.010851
198.000000,0.011971
199.000000,0.013380
200.000000,0.014975
