sample_id,Gc_YSZ_GDC,Gc_GDC_LSCF,E_YSZ_GPa,E_GDC_GPa,E_LSCF_GPa,CTE_YSZ,CTE_GDC,CTE_LSCF,nu_YSZ,nu_GDC,nu_LSCF,correlation_rho,temperature_C
1,2.780645782585972,3.0843510523430373,212.92560448040126,165.73988183356508,117.1688547101916,10.529461843703718,12.431535103867255,13.360076203919732,0.3166400107715381,0.2996089456549761,0.2954589188198587,0.5,25
2,2.877729633053299,3.2715500253709506,212.3799181772996,172.40410334205453,126.0762148260936,10.480767531337019,12.625158993274024,13.75773080031411,0.30703883951317906,0.28630035263249537,0.26266967849432443,0.5,25
3,3.1907306369839015,3.4058870100223686,202.13323329523388,175.7733954746934,118.8108789161861,10.785537226805861,12.536440781313349,12.447380905162184,0.3093341359089698,0.2842041910854694,0.28863155785336225,0.5,25
4,2.9281903474015243,3.0672644371273776,214.8685074628154,181.07761615865778,120.54341558830583,10.959849342427866,11.888834320722834,14.069802832909167,0.3082461762886443,0.2993331215811495,0.2707114231275795,0.5,25
5,2.9023147489723264,3.316607339439134,197.4833055251564,187.37396875156952,124.3043436398263,10.706054083240385,12.325511879188829,13.365043392138132,0.3151405368059634,0.2626846026823291,0.2750889579044357,0.5,25
6,2.739112572744719,3.094142775988177,204.50485166361324,184.9977787922767,119.64621955890635,10.803463125351138,12.661111819633698,13.254863204449792,0.31286130466120265,0.27724587675397544,0.2807140640030038,0.5,25
7,2.8595876728417577,3.211656765165073,193.20766237165842,171.5088614511781,109.09291285002085,10.434778730308075,12.567216128975172,12.72420760045557,0.3290631993725325,0.29242652905265465,0.27820763422410166,0.5,25
8,2.887223740790883,3.259054023369167,223.09246274248764,177.3236717124073,126.24352502732128,10.53762144184174,12.08725183178111,12.881580108809008,0.30615856501668137,0.2983803196803553,0.254858415377606,0.5,25
9,2.7925251112718628,3.260658828154272,208.05498425085952,180.54990423865848,127.52957297949031,10.945719622079892,12.566361389705776,13.011228417670667,0.3279285227756526,0.2984677598602984,0.30072718031744977,0.5,25
10,2.881200076499997,3.1835863238404087,228.201825892457,178.1121087039852,109.01330345039734,10.658013438077468,12.765955700721776,12.487073050467822,0.2918825617410161,0.26276935430224563,0.2970161382813835,0.5,25
