sample_id,Gc_YSZ_GDC,Gc_GDC_LSCF,E_YSZ_GPa,E_GDC_GPa,E_LSCF_GPa,CTE_YSZ,CTE_GDC,CTE_LSCF,nu_YSZ,nu_GDC,nu_LSCF,correlation_rho,temperature_C
1,2.271603910367406,2.3601694079212683,204.70697503920675,168.71488387244833,91.06051058803321,10.529461843703718,12.431535103867255,13.360076203919732,0.3166400107715381,0.2996089456549761,0.2954589188198587,0.0,800
2,2.173019189517505,2.2713093157002597,192.2905730539208,151.55698983840756,99.97110309679273,10.480767531337019,12.625158993274024,13.75773080031411,0.30703883951317906,0.28630035263249537,0.26266967849432443,0.0,800
3,2.18363849137733,2.4671057348413665,184.1020699033068,169.48148496530303,102.16464647547811,10.785537226805861,12.536440781313349,12.447380905162184,0.3093341359089698,0.2842041910854694,0.28863155785336225,0.0,800
4,1.9928028873083072,2.2478058671365106,204.8924708412589,164.63727858622963,106.77201135595574,10.959849342427866,11.888834320722834,14.069802832909167,0.3082461762886443,0.2993331215811495,0.2707114231275795,0.0,800
5,2.185674936008862,2.5701502002945373,192.24931474483648,151.90687171158137,102.06558943385218,10.706054083240385,12.325511879188829,13.365043392138132,0.3151405368059634,0.2626846026823291,0.2750889579044357,0.0,800
6,2.213301087202124,2.608342509558152,188.72458399347641,160.7794200886046,108.04065669158513,10.803463125351138,12.661111819633698,13.254863204449792,0.31286130466120265,0.27724587675397544,0.2807140640030038,0.0,800
7,2.2546202784440084,2.2546014365745006,200.66130837378032,160.5729415605369,109.26842276531347,10.434778730308075,12.567216128975172,12.72420760045557,0.3290631993725325,0.29242652905265465,0.27820763422410166,0.0,800
8,2.0715739814604226,2.4614224187527705,197.79990682084713,152.8041291304574,106.16973508464504,10.53762144184174,12.08725183178111,12.881580108809008,0.30615856501668137,0.2983803196803553,0.254858415377606,0.0,800
9,2.2619281518142436,2.2602448558628754,194.23449763294843,162.88913410797215,99.98088728426784,10.945719622079892,12.566361389705776,13.011228417670667,0.3279285227756526,0.2984677598602984,0.30072718031744977,0.0,800
10,2.2528985871316154,2.134354556653119,188.2032781603364,156.4250333865407,103.8315510837987,10.658013438077468,12.765955700721776,12.487073050467822,0.2918825617410161,0.26276935430224563,0.2970161382813835,0.0,800
11,2.0853404464876,2.306779047617677,191.04632726736338,151.78974199422328,100.93408661395942,10.427391037271155,12.00948038551582,13.042584408906343,0.31489523035249545,0.2851589568498074,0.27780525260310807,0.0,800
12,2.23980631467295,2.356669724069221,197.19983349013086,166.94209272032458,111.83891593760296,10.509765166436212,11.615906504554973,12.753936580652347,0.29414394278277706,0.29860399080300704,0.29401597940093627,0.0,800
13,2.0379948402194032,2.223629787993947,190.35827526537548,150.81534063205157,102.93807768527044,10.811145387091365,13.109625354562874,13.541478778440664,0.29976109447947585,0.27973019328261683,0.2740345725799304,0.0,800
14,1.9634386745361976,2.43949644872009,191.1303844418299,154.2333176594605,101.4278810660756,10.837868103097245,12.526133965631098,11.67690837501835,0.30025340443735393,0.28766647413972163,0.26526703834383275,0.0,800
15,2.081352958675579,2.4484304386048206,186.47888876047088,171.5617046875147,109.5600362332824,10.247360657514069,12.217083268443522,13.076481627766407,0.29947527785040895,0.2945100361593091,0.28081619521300866,0.0,800
16,2.1632750616885703,2.6343207381375917,200.0390974213516,153.55203929284446,97.94585642628707,10.608777382514061,12.20337788201575,12.716155107763113,0.30391925226907424,0.29065286233287374,0.2624664571227292,0.0,800
17,2.0821849890824655,2.4919887048837204,188.76078617258275,171.85058098870945,113.90381139869034,10.497647147234007,12.45871621500951,13.20134183526987,0.33200500631177965,0.29489089496366616,0.2891357593522499,0.0,800
18,1.9507767994253338,2.584896993920038,197.3089593235083,164.7629656926614,108.53023505386847,10.480339245568887,12.816407364208624,14.376917492491167,0.3012194489250265,0.28827157342031945,0.2694615587584039,0.0,800
19,2.190211750169824,2.3660421826514577,193.4380238182742,153.79995521193624,103.72750530464167,10.899092385129215,11.796084745251406,14.037080178667383,0.29386204930326754,0.29569585384861424,0.25599953681150533,0.0,800
20,2.1203630023241526,2.474170776589257,188.52188500714536,163.43201625800265,99.98797792609456,10.428738558031823,12.239622176070503,12.952512805380142,0.3149370392468202,0.29593157679398274,0.22559188456242288,0.0,800
21,2.0088559089414844,2.4587237715244084,209.04661419828147,168.17638051545146,102.25272616075814,10.327326869017464,13.06158696798183,13.107271293213376,0.3124228658670464,0.2985401650886344,0.2780941552170311,0.0,800
22,2.1138258476923153,2.272319144527738,194.25942493277634,170.13481823419093,100.68840953980988,10.255502608689445,12.729847582328041,12.781083964246752,0.3321628304305619,0.2979709449205314,0.28481053734608724,0.0,800
23,2.058494819659215,2.426904860652878,183.30449675783746,163.28851375197956,109.44803478690386,10.447635920638307,12.695723088221904,13.124568422925233,0.3095920813269177,0.2998514961322604,0.3000660456721499,0.0,800
24,2.1394236862096894,2.499407553195407,209.7595044536385,160.11736391815435,96.73380900484445,10.279426119366553,12.563078604551558,13.568073009733759,0.28712586969305987,0.28516939825903515,0.2539748415362411,0.0,800
25,2.1110182170789025,2.4198836014353695,202.88336181234902,158.45462257292112,105.48522727356955,10.240565471238284,12.524192510613002,12.543158969610603,0.3057257811158111,0.2857277608640228,0.2951379821956391,0.0,800
26,2.192833858309247,2.417147639291388,189.1370169063118,158.30218236191652,97.22502767483843,10.233008962299872,12.212729958471302,13.98335299852023,0.30552699817169404,0.29202021518657284,0.27269261216237733,0.0,800
27,2.1092627725497683,2.271990917863836,193.9574941835542,171.81386603958842,109.72214351312714,10.25083718876796,12.17671339297439,13.657214236582684,0.29767137546648625,0.30958987893471834,0.2790753511789286,0.0,800
28,1.893837582254223,2.6968048336671453,200.3479164706742,150.46638593219896,105.00265846444208,10.271750283294798,12.722452979024146,13.635445378235476,0.3043739397700593,0.29228159407541365,0.28008669366612216,0.0,800
29,2.0349089747326845,2.2988604780649,197.55440161276,165.9442819491273,104.8886584814104,10.619715816497562,12.18415697444509,13.391235817475168,0.3085044422479438,0.3067774550777187,0.27984397539196293,0.0,800
30,2.031456800996557,2.344557170668494,201.28390261495085,150.45601032143793,105.1614534043189,9.912005243217859,12.513533032717945,12.748199225297865,0.30939173205886833,0.3048029844390571,0.24950497507622238,0.0,800
31,2.1607826080734593,2.6098911079213614,194.19437936676835,166.88796285827905,99.1973050833181,10.289474025604942,12.460694196530024,13.706050403906335,0.29619557536704416,0.30487201654068646,0.29073761510981977,0.0,800
32,2.13847448271217,2.626106056784625,189.7763446460314,158.66490169297296,102.72876907469391,10.46996102779253,13.27675503299368,13.040134592110684,0.3160936167382716,0.3041239179349685,0.2925178113842435,0.0,800
33,2.25907498846986,2.363917793630089,194.31120401426475,157.84052794869052,99.25953120979696,10.844587386053442,12.335831081465324,12.355736013193601,0.32635938592520597,0.2805138977846453,0.29435015970436623,0.0,800
34,2.1229087109794977,2.3899638593565813,184.2684521946819,160.84667386293154,97.94285504441486,10.426221888277025,12.867385324900802,13.239789666196799,0.3128055914973783,0.27921229997328917,0.2873121418051953,0.0,800
35,2.012458377680535,2.5578160551234466,191.08818799503007,168.49232424494008,104.74498650247453,10.454002989635198,12.682922042265567,12.620488139886746,0.32106367858750423,0.2813927627942598,0.2768931878892786,0.0,800
36,2.157991978564067,2.5602007936512186,193.6135281304808,165.83382113412134,89.78588152881153,10.473615988806564,12.353102845035068,12.897458552815646,0.3118131267889495,0.3011863744381663,0.25797978227706053,0.0,800
37,2.2121466726579757,2.4549279489664815,196.58621936007648,161.36071917081787,96.31728335842831,9.952893703866682,11.902405065695776,13.553355727153626,0.2995352761848791,0.2872359856867585,0.28672802491661903,0.0,800
38,2.1045684651420125,2.499417464840831,207.68643315925556,154.59139479136977,104.92562826990046,10.697727930277479,12.378814576756142,13.140186311140269,0.31270913958698415,0.2839872997525993,0.2805781143022722,0.0,800
39,2.229387374963932,2.4375325169210913,184.95588955461744,153.69435936139683,95.82437916149429,10.685226471063412,12.75969457069888,13.181276101346606,0.3049744446518927,0.28582776498066814,0.2799632382532023,0.0,800
40,2.091368167453335,2.054554692260029,206.50903669847148,160.45127583238673,107.35091970992411,10.744348847786002,11.910072967908334,13.784199838400486,0.2989055152141449,0.2947834375946041,0.2866098321693777,0.0,800
41,2.1359695096838456,2.529733780547012,196.8740925643082,152.7924010625386,99.92103261463187,11.251754415908486,12.73428380061412,12.071941798512292,0.30921920878482045,0.28303466112719233,0.2793233200082184,0.0,800
42,2.140384500562711,2.20276627189507,173.22868388290175,156.735692202953,104.45586760732873,10.110443519103837,12.93715474816847,13.762444573745237,0.31820368760582873,0.284992614336905,0.27333972704051396,0.0,800
43,2.035600984693442,2.2423426706416927,203.73133135267898,147.2963268445368,107.18810973331298,10.053592000618298,12.43840282796476,13.273743828744617,0.3065941417133094,0.28695687442572043,0.2623004293513478,0.0,800
44,2.080936603884353,2.3633317907801863,192.40078432841008,159.9337831600773,97.0085627312503,10.711760194379696,12.765478680569402,13.16542602596791,0.32939957633698885,0.2991759076300425,0.27991218571287624,0.0,800
45,2.154541531014548,2.31550523202005,206.08276108415242,158.41566936813254,97.63965836761886,10.398753269644292,12.456101793170372,13.181139807237486,0.3195090626432365,0.27341160187692176,0.3021005351084771,0.0,800
46,2.177439383549234,2.307335595966787,188.1090736482515,153.35388822361375,91.9282241703051,10.204311523938918,12.62855257637061,13.519893540561322,0.30452151055629945,0.2900887472880626,0.2634603261507771,0.0,800
