relative_path,bytes
data/csv/group01/baseline/sec_000.csv,2457934
data/csv/group01/baseline/sec_001.csv,2456461
data/csv/group01/baseline/sec_002.csv,2456627
data/csv/group01/baseline/sec_003.csv,2457716
data/csv/group01/baseline/sec_004.csv,2454974
data/csv/group01/baseline/sec_005.csv,2457956
data/csv/group01/baseline/sec_006.csv,2457820
data/csv/group01/baseline/sec_007.csv,2457483
data/csv/group01/baseline/sec_008.csv,2456727
data/csv/group01/baseline/sec_009.csv,2455796
data/csv/group01/baseline/sec_010.csv,2456333
data/csv/group01/baseline/sec_011.csv,2457251
data/csv/group01/baseline/sec_012.csv,2457731
data/csv/group01/baseline/sec_013.csv,2457133
data/csv/group01/baseline/sec_014.csv,2456461
data/csv/group01/baseline/sec_015.csv,2456815
data/csv/group01/baseline/sec_016.csv,2456583
data/csv/group01/baseline/sec_017.csv,2456239
data/csv/group01/baseline/sec_018.csv,2456030
data/csv/group01/baseline/sec_019.csv,2455870
data/csv/group01/baseline/sec_020.csv,2439800
data/csv/group01/baseline/sec_021.csv,2438160
data/csv/group01/baseline/sec_022.csv,2441672
data/csv/group01/baseline/sec_023.csv,2440421
data/csv/group01/baseline/sec_024.csv,2439339
data/csv/group01/baseline/sec_025.csv,2439873
data/csv/group01/baseline/sec_026.csv,2440088
data/csv/group01/baseline/sec_027.csv,2440070
data/csv/group01/baseline/sec_028.csv,2438681
data/csv/group01/baseline/sec_029.csv,2439722
data/csv/group01/event/sec_000.csv,2421644
data/csv/group01/event/sec_001.csv,2422601
data/csv/group01/event/sec_002.csv,2421394
data/csv/group01/event/sec_003.csv,2421970
data/csv/group01/event/sec_004.csv,2420957
data/csv/group01/event/sec_005.csv,2421788
data/csv/group01/event/sec_006.csv,2422504
data/csv/group01/event/sec_007.csv,2422486
data/csv/group01/event/sec_008.csv,2423392
data/csv/group01/event/sec_009.csv,2422363
data/csv/group01/event/sec_010.csv,2439752
data/csv/group01/event/sec_011.csv,2439784
data/csv/group01/event/sec_012.csv,2439651
data/csv/group01/event/sec_013.csv,2439645
data/csv/group01/event/sec_014.csv,2439179
data/csv/group01/event/sec_015.csv,2439645
data/csv/group01/event/sec_016.csv,2440465
data/csv/group01/event/sec_017.csv,2439559
data/csv/group01/event/sec_018.csv,2438859
data/csv/group01/event/sec_019.csv,2438516
data/csv/group01/event/sec_020.csv,2438901
data/csv/group01/event/sec_021.csv,2439362
data/csv/group01/event/sec_022.csv,2440252
data/csv/group01/event/sec_023.csv,2438553
data/csv/group01/event/sec_024.csv,2439470
data/csv/group01/event/sec_025.csv,2439870
data/csv/group01/event/sec_026.csv,2439146
data/csv/group01/event/sec_027.csv,2440168
data/csv/group01/event/sec_028.csv,2439790
data/csv/group01/event/sec_029.csv,2439056
data/csv/group02/baseline/sec_000.csv,1439883
data/csv/group02/baseline/sec_001.csv,1440032
data/csv/group02/baseline/sec_002.csv,1439678
data/csv/group02/baseline/sec_003.csv,1438441
data/csv/group02/baseline/sec_004.csv,1439996
data/csv/group02/baseline/sec_005.csv,1440409
data/csv/group02/baseline/sec_006.csv,1439518
data/csv/group02/baseline/sec_007.csv,1439888
data/csv/group02/baseline/sec_008.csv,1439587
data/csv/group02/baseline/sec_009.csv,1440177
data/csv/group02/baseline/sec_010.csv,1439248
data/csv/group02/baseline/sec_011.csv,1439913
data/csv/group02/baseline/sec_012.csv,1440839
data/csv/group02/baseline/sec_013.csv,1439586
data/csv/group02/baseline/sec_014.csv,1440589
data/csv/group02/baseline/sec_015.csv,1440702
data/csv/group02/baseline/sec_016.csv,1439824
data/csv/group02/baseline/sec_017.csv,1441035
data/csv/group02/baseline/sec_018.csv,1439715
data/csv/group02/baseline/sec_019.csv,1441167
data/csv/group02/baseline/sec_020.csv,1430481
data/csv/group02/baseline/sec_021.csv,1428359
data/csv/group02/baseline/sec_022.csv,1430166
data/csv/group02/baseline/sec_023.csv,1429976
data/csv/group02/baseline/sec_024.csv,1430702
data/csv/group02/baseline/sec_025.csv,1429400
data/csv/group02/baseline/sec_026.csv,1430272
data/csv/group02/baseline/sec_027.csv,1429503
data/csv/group02/baseline/sec_028.csv,1429463
data/csv/group02/baseline/sec_029.csv,1430092
data/csv/group02/event/sec_000.csv,1419955
data/csv/group02/event/sec_001.csv,1419048
data/csv/group02/event/sec_002.csv,1420043
data/csv/group02/event/sec_003.csv,1419587
data/csv/group02/event/sec_004.csv,1419647
data/csv/group02/event/sec_005.csv,1420216
data/csv/group02/event/sec_006.csv,1420494
data/csv/group02/event/sec_007.csv,1420868
data/csv/group02/event/sec_008.csv,1420306
data/csv/group02/event/sec_009.csv,1419085
data/csv/group02/event/sec_010.csv,1431670
data/csv/group02/event/sec_011.csv,1429818
data/csv/group02/event/sec_012.csv,1429497
data/csv/group02/event/sec_013.csv,1429969
data/csv/group02/event/sec_014.csv,1429787
data/csv/group02/event/sec_015.csv,1430523
data/csv/group02/event/sec_016.csv,1430111
data/csv/group02/event/sec_017.csv,1429031
data/csv/group02/event/sec_018.csv,1430663
data/csv/group02/event/sec_019.csv,1430212
data/csv/group02/event/sec_020.csv,1431170
data/csv/group02/event/sec_021.csv,1430143
data/csv/group02/event/sec_022.csv,1429358
data/csv/group02/event/sec_023.csv,1430297
data/csv/group02/event/sec_024.csv,1429629
data/csv/group02/event/sec_025.csv,1432079
data/csv/group02/event/sec_026.csv,1430124
data/csv/group02/event/sec_027.csv,1430242
data/csv/group02/event/sec_028.csv,1429337
data/csv/group02/event/sec_029.csv,1430265
data/csv/group03/baseline/sec_000.csv,1440753
data/csv/group03/baseline/sec_001.csv,1439864
data/csv/group03/baseline/sec_002.csv,1440383
data/csv/group03/baseline/sec_003.csv,1440292
data/csv/group03/baseline/sec_004.csv,1441344
data/csv/group03/baseline/sec_005.csv,1439978
data/csv/group03/baseline/sec_006.csv,1439839
data/csv/group03/baseline/sec_007.csv,1439611
data/csv/group03/baseline/sec_008.csv,1440986
data/csv/group03/baseline/sec_009.csv,1441007
data/csv/group03/baseline/sec_010.csv,1440414
data/csv/group03/baseline/sec_011.csv,1439527
data/csv/group03/baseline/sec_012.csv,1439736
data/csv/group03/baseline/sec_013.csv,1440048
data/csv/group03/baseline/sec_014.csv,1440462
data/csv/group03/baseline/sec_015.csv,1440335
data/csv/group03/baseline/sec_016.csv,1439719
data/csv/group03/baseline/sec_017.csv,1439583
data/csv/group03/baseline/sec_018.csv,1440775
data/csv/group03/baseline/sec_019.csv,1440828
data/csv/group03/baseline/sec_020.csv,1431310
data/csv/group03/baseline/sec_021.csv,1429315
data/csv/group03/baseline/sec_022.csv,1429549
data/csv/group03/baseline/sec_023.csv,1429016
data/csv/group03/baseline/sec_024.csv,1430246
data/csv/group03/baseline/sec_025.csv,1429908
data/csv/group03/baseline/sec_026.csv,1430487
data/csv/group03/baseline/sec_027.csv,1430001
data/csv/group03/baseline/sec_028.csv,1430011
data/csv/group03/baseline/sec_029.csv,1430110
data/csv/group03/event/sec_000.csv,1420532
data/csv/group03/event/sec_001.csv,1420188
data/csv/group03/event/sec_002.csv,1420593
data/csv/group03/event/sec_003.csv,1419916
data/csv/group03/event/sec_004.csv,1420408
data/csv/group03/event/sec_005.csv,1420600
data/csv/group03/event/sec_006.csv,1419470
data/csv/group03/event/sec_007.csv,1420059
data/csv/group03/event/sec_008.csv,1418836
data/csv/group03/event/sec_009.csv,1420992
data/csv/group03/event/sec_010.csv,1429407
data/csv/group03/event/sec_011.csv,1429411
data/csv/group03/event/sec_012.csv,1429439
data/csv/group03/event/sec_013.csv,1430314
data/csv/group03/event/sec_014.csv,1429679
data/csv/group03/event/sec_015.csv,1430048
data/csv/group03/event/sec_016.csv,1429984
data/csv/group03/event/sec_017.csv,1429514
data/csv/group03/event/sec_018.csv,1429996
data/csv/group03/event/sec_019.csv,1430587
data/csv/group03/event/sec_020.csv,1430545
data/csv/group03/event/sec_021.csv,1431163
data/csv/group03/event/sec_022.csv,1429342
data/csv/group03/event/sec_023.csv,1429665
data/csv/group03/event/sec_024.csv,1431106
data/csv/group03/event/sec_025.csv,1430213
data/csv/group03/event/sec_026.csv,1429647
data/csv/group03/event/sec_027.csv,1428731
data/csv/group03/event/sec_028.csv,1429837
data/csv/group03/event/sec_029.csv,1430023
data/csv/group04/baseline/sec_000.csv,1440815
data/csv/group04/baseline/sec_001.csv,1440250
data/csv/group04/baseline/sec_002.csv,1439698
data/csv/group04/baseline/sec_003.csv,1440421
data/csv/group04/baseline/sec_004.csv,1440481
data/csv/group04/baseline/sec_005.csv,1440039
data/csv/group04/baseline/sec_006.csv,1440342
data/csv/group04/baseline/sec_007.csv,1439565
data/csv/group04/baseline/sec_008.csv,1439789
data/csv/group04/baseline/sec_009.csv,1439928
data/csv/group04/baseline/sec_010.csv,1439841
data/csv/group04/baseline/sec_011.csv,1439714
data/csv/group04/baseline/sec_012.csv,1440317
data/csv/group04/baseline/sec_013.csv,1440615
data/csv/group04/baseline/sec_014.csv,1440381
