Weld_ID,Material_Combination,Joint_Type,T_Top_mm,T_Bottom_mm,Overlap_Distance_mm,Laser_Power_W,Welding_Speed_mm_s,Pulse_Frequency_Hz,Pulse_Duration_ms,Focus_Position_mm,Spot_Size_um,Clamping_Pressure_MPa,Shield_Gas_Type,Shield_Gas_Flow_L_min,Nugget_Width_mm,Penetration_Depth_mm,HAZ_Width_mm,Spatter_Level,Discoloration_Level,Porosity_Area_Pct,Crack_Presence,Undercut_Presence,Expulsion_Presence,Tensile_Shear_Strength_N,Peel_Strength_N,Contact_Resistance_uOhm,ThermalCycles_Profile_Cycles,Strength_Degradation_Pct,Resistance_Increase_Pct,Cycles_to_Failure,Creep_TimeToFailure_h,IMC_Thickness_post_aging_um,Grain_Size_Change_Index,Tensile_Shear_Strength_SD_N,Contact_Resistance_SD_uOhm,Data_Source
W-00001,Al-Steel,Lap,0.1522429077785739,0.09175243892466348,0.4738652756690176,629.4415699254728,18.586783592138985,332.5912256671051,2.5773501678684023,-0.04942971181424649,229.1808877489725,2.280013723843678,Ar,8.598759264532623,4.131799496484499,0.24388565568606807,0.6238838581912637,0.9185021524459258,0.2129533983721502,3.290490058527593,1,0,1,1517.2723961950276,575.0268290887312,9.291198675349657,500.0,51.438851760612614,46.339626596249126,970.9245644445647,257.2777823063299,0.9688626697631816,0.7435048430698868,60.6908958478011,0.46455993376748284,Experimental
W-00002,Al-Al,Lap,0.4112046259345613,0.13781683456707422,2.7353660296823397,1402.484360472357,127.31060274497013,245.82505063577364,7.5044878723472355,0.37336540587297806,207.2556067669548,2.0394294339696724,Ar,15.71446158854897,2.632544249524433,0.2918644570899985,0.35957424457391657,0.23063981737367328,0.1724831664690245,1.9251446057697785,1,1,0,504.2065119396534,146.7444427300512,8.29033646224007,500.0,38.31570221702229,28.783722123708024,1251.2827427482828,231.50451293397893,0.6009148177974414,0.5614089631777087,20.168260477586138,0.41451682311200355,Experimental
W-00003,Al-Steel,Lap,0.3997275602243215,0.06855265522091,0.6764550695571615,2102.0878290405,152.84447248011426,166.55143790097756,8.456502406581194,-0.707971941699824,100.36645404461582,2.8639224626840183,None,17.40076502625271,3.71162798714284,0.46461692113469116,0.4493363688347155,1.345624659847244,0.7233339661812019,7.809324275202357,0,0,0,1413.9239879103104,392.5111615961405,12.009194681772476,500.0,51.22175242508817,42.662805446937625,962.7227973971209,236.79387200419913,1.158554663575802,0.6139710239509223,56.55695951641242,0.6004597340886239,Experimental
W-00004,Al-Al,Lap,0.3078062873857281,0.3615139605011758,1.450824534237722,2584.790792330382,143.41653022411884,286.58267467883235,7.71821056503466,-0.6547880260102588,363.0047251095101,2.363622192738503,Ar,12.376071285347749,1.3967906623645743,0.07802452374053678,0.49716661229421205,0.04665111809575667,0.2367991051670635,4.894106557551759,0,1,0,100.0,50.0,16.087127691301166,500.0,38.040432870775156,41.45812967977908,1070.1575316275919,181.33682371428847,0.5063866992538381,0.6786557684338671,4.0,0.8043563845650583,Experimental
W-00005,Al-Steel,Butt,0.4676426766024973,0.09904603139926559,0.0,1053.2067363529295,173.23970270886178,213.48595505962456,3.633866595066058,-0.4528749450954712,212.7885120916553,3.087872130383158,None,7.613047411472383,1.1831075564116844,0.08103969593103923,0.26713429547296286,0.17448102482559338,0.7336468128430098,7.799443792574757,1,0,0,100.0,50.0,24.94558513876296,500.0,55.878708025988054,58.534976587569396,761.0948593078043,135.51993242618448,0.83554874463796,0.4435342402470173,4.0,1.2472792569381481,Experimental
W-00006,Al-Steel,Lap,0.1277049860708086,0.15415177101305244,4.437042942715101,1973.1800834015082,194.88955515710518,89.1610293005952,3.429810236246351,0.6780356046772344,336.9416016333053,1.7941680625444216,Ar,0.3799287610347043,0.3346508898883053,0.011951274050258903,0.18238284438923968,0.15674935865935408,0.9087415755047982,18.92173568461228,1,0,0,100.0,50.0,114.75389188880499,500.0,54.55006811527267,44.77140993618863,763.7626837827924,121.30454577407227,0.7682386319316725,0.3686136281313611,4.0,5.737694594440249,Experimental
W-00007,Al-Steel,Lap,0.2679450791930378,0.1740294814875489,2.800654687952311,2862.370940097234,122.34621942124255,330.5858600856787,9.152552665624755,-0.9548980254273258,392.13220543227624,2.747431874378489,Ar,7.969065529923678,1.214354085254635,0.05679415530972152,0.5590592014487943,0.0606242591076553,0.4242055125848398,6.04297343170543,1,0,0,100.0,50.0,21.539276451456814,500.0,46.729884410221636,55.263931775811415,831.0564712179008,177.79442666674294,0.7932611685748999,0.7325702552138449,4.0,1.0769638225728408,Experimental
W-00008,Al-Steel,Lap,0.3875440785549537,0.3934940660282881,1.086648754509382,2388.146668612131,141.81830346784645,107.74122149650032,6.544834726588684,0.26446753327768713,61.77180292667094,3.6418202375241226,None,14.422560590792433,3.129754646310109,0.7685561432327103,0.44338217678413894,1.5427944836462073,0.6414914374414604,6.835170683434029,1,1,0,852.6702133263742,263.0634380424779,13.886881156131052,500.0,57.86572770097583,43.89329317439101,1041.7424418863918,223.57579022480567,1.8757183976676368,0.6114959995912289,34.106808533054966,0.6943440578065526,Experimental
W-00009,Cu-Al,Butt,0.40383248787586234,0.26932615169465574,0.0,2081.827684192818,128.14696670786364,176.58906563702243,0.41230799131415385,-0.057446015315526844,59.55914070375687,0.9756908194589728,None,16.161368496858938,2.7157373324452414,0.5202168653077701,0.10360469622852662,0.506402272467448,0.5874855816427795,7.0518103620384,1,0,0,471.4769331043933,157.658294440922,18.799301267232085,500.0,55.061445701146,51.577130362896604,703.5998153707479,176.67303971392258,1.2638814041334439,0.29260894615359545,18.859077324175733,0.9399650633616043,Experimental
W-00010,Al-Al,Lap,0.11511220037087457,0.11961620750788321,1.8266394464809301,1770.121283728877,77.47432030768448,156.70389934337126,0.10860712484170484,-0.5638974952304179,361.74348135932325,1.5978298133978142,He,18.587099894108192,0.05033951887088818,0.002389881413604752,0.07266902763020978,0.0,0.27021521900365236,10.424414834330449,1,0,0,100.0,50.0,116.88328479590281,500.0,43.963940529549596,45.33999339782069,789.9237005431174,167.57067261505773,0.5021444915713671,0.27200281511430296,4.0,5.844164239795141,Experimental
