Beam_Focus_Position_mm,Beam_Spot_Size_um,Clamping_Pressure_MPa,Contact_Resistance_Std_uOhm,Contact_Resistance_uOhm,Creep_Time_to_Failure_h_100C_50pctUTS,Cycles_to_Failure_Estimate,Data_Source,Discoloration_Level_0_3,Fidelity_Weight,HAZ_Width_mm,Has_Cracks,Has_Expulsion,Has_Porosity,Has_Undercut,IMC_Thickness_PostAging_500h_120C_um,IMC_Thickness_um,Joint_Type,Laser_Power_W,Material_Combination,Nugget_Width_mm,Overlap_Distance_mm,Peak_Temperature_C,Peel_Strength_N,Penetration_Depth_mm,Post_ThermalCycle_Contact_Resistance_uOhm,Post_ThermalCycle_Tensile_Shear_Strength_N,Pulse_Duration_ms,Pulse_Frequency_Hz,Replicates,Resistance_Increase_Percent,Sheet_Thickness_mm,Shield_Gas,Shield_Gas_Flow_L_min,Spatter_Level_0_3,Strength_Degradation_Percent,Tensile_Shear_Strength_N,Tensile_Shear_Strength_Std_N,Thermal_Cycles,Weld_ID,Welding_Speed_mm_s
1.0330527837160903,231.67862479767632,9.58676328384506,10.95321374178286,176.14330714858718,,,Experimental,1,1.0,0.41302334105461924,0,0,0,1,,,Butt,1436.3502971184062,Cu-Cu,0.6990907268380351,0.0,655.5475523472707,258.54354787904333,0.40553671893361465,,,2.1580739259456707,84.46753153608228,4,,0.7471479165044541,Argon,18.301801368140865,0,,470.0791779618969,18.520176772677903,,W-0001,19.819527022035462
-1.901652334164794,217.71365717040584,7.506329414860566,9.187748000477114,200.0,,,Experimental,0,1.0,0.22043817823290818,0,0,0,1,,0.865381259545124,Butt,2876.7857660247905,Cu-Al,0.31494017437539207,0.0,435.83794765564227,110.00000000000001,0.1288208692107643,,,0.3626688183508152,139.29516951597932,4,,0.2362525888105369,Helium,10.6605773449228,0,,200.0,9.816410522113353,,W-0002,110.95737999794812
-1.911505793884011,58.97472303225249,3.8558883807696094,12.422141868335686,200.0,10296.40989696693,308.05,Experimental,1,1.0,0.2771051582869451,0,0,0,1,,,Butt,2329.9848545285126,Al-Al,0.7668904256014477,0.0,860.254562806953,176.90245425138235,0.21951207323365046,211.9645615774873,305.5965187591068,1.8962108073889936,88.5052421383734,4,5.982280788743644,0.8782949003009408,Nitrogen,3.15909645670696,0,4.988268235857231,321.6408259116042,13.492323319954046,784.0,W-0003,112.72067310592024
-0.705559123401835,169.43673966915472,3.3170880222327246,9.42335063773343,200.0,,,Experimental,1,1.0,0.28410996775172953,0,0,0,1,,1.1812561607247571,Butt,1996.6462104925915,Cu-Al,0.5049586610949541,0.0,601.3603833914084,136.96291203487493,0.22786875450071292,,,5.872111453599953,44.35126687852781,3,,0.6913132406204477,None,0.0,0,,249.0234764270453,7.521614885668058,,W-0004,131.11168128465926
-0.045427238381337,183.06846657504997,3.8221806825855706,15.349669146970298,200.0,,,Experimental,0,1.0,0.16497783141057482,0,0,0,1,,,Lap,890.0466011060913,Cu-Cu,0.2888347341668251,3.8507910587854797,415.19599549276325,110.00000000000001,0.10869931509341262,,,4.27210305086573,60.317935550300405,3,,1.3865292154965179,Helium,15.865227008765089,0,,200.0,9.14044311040483,,W-0005,147.9573534073057
1.0816296712311728,189.58797331391517,7.859208546221228,11.013806139268413,200.0,,,Experimental,0,1.0,0.25240098930574617,0,0,0,1,,,Lap,889.9863008405066,Cu-Cu,0.4554992449973535,4.035777686824413,531.71774520663,129.91869162715298,0.19095317592902766,,,8.93744993966205,230.3893840163629,5,,1.2509805739601116,Helium,6.335233541350533,0,,236.21580295845996,13.616754862945342,,W-0006,195.41189509788157
0.7331815064260208,253.0603292295663,6.7830208051689365,9.557286009067113,200.0,,,Experimental,1,1.0,0.36467581011048494,0,0,0,1,,0.9786688572319742,Lap,645.2090304204987,Al-Steel,0.5296048729590386,0.6010361456028812,725.7311630776633,139.1980283256202,0.2562877181415976,,,8.192691261210564,103.16685920289626,5,,0.792728083575326,Nitrogen,17.14358513997506,0,,253.08732422840032,13.758416215931359,,W-0007,108.0970661772271
-0.21638917449300665,236.76089135440745,2.2593578947409454,12.619430676714892,168.27779569265016,,,Experimental,1,1.0,0.6133504257971771,0,1,1,1,,0.6750817852263936,Butt,2665.440364437338,Cu-Al,1.011627334786382,0.0,870.2239640111143,339.06303993029707,0.6175793720567724,,,3.4839917818089723,182.13493052403774,4,,0.5139958530844811,None,0.0,2,,616.4782544187219,33.75609360298017,,W-0008,71.36172985883672
-0.9054933348733365,262.76678247770565,2.154038685673801,10.491254062132327,200.0,,,Experimental,1,1.0,0.3591656873819248,0,0,0,1,,,Butt,2002.787529358022,Al-Al,0.5542261475046143,0.0,751.3583329520017,169.37045560889118,0.37071502258793826,,,2.668291990969796,251.70863542742845,5,,1.9772683356956244,Argon,5.538089747556178,0,,307.94628292525664,16.58344332470964,,W-0009,161.0853770060537
1.9884980006308446,317.7091415397449,1.4347586722772745,7.4159585110688,179.33992305201642,,,Experimental,2,1.0,0.6697599608492701,0,1,1,0,,1.566342278750601,Butt,2270.181444490114,Cu-Al,1.0215673855167755,0.0,906.000394482215,366.9318410281725,0.7932915113879061,,,3.8589548408559424,345.19741431468265,3,,0.9626030802726182,Argon,19.67042945430444,2,,667.1488018694046,26.493763029107757,,W-0010,61.4581277397941
-0.2952747910561082,334.5450085506327,6.7728758371627125,12.67593111747496,200.0,7293.290343684909,225.29486426883722,Experimental,0,1.0,0.13501933115258605,1,0,0,1,21.07584778915626,2.5294864268837243,Butt,551.4612357395062,Cu-Al,0.16906773146055204,0.0,340.63981640503357,110.00000000000001,0.09487109695802255,217.60365375947353,183.74518196195174,5.943919930896596,19.65606992054947,5,8.801826879736765,1.4077210479824505,Helium,2.8142305609751683,0,8.127409019024139,200.0,10.59116300252635,1193.0,W-0011,93.40456993407086
-0.19445190268129808,301.34307667927305,7.761540291106492,4.318891719142953,67.57234124767916,9724.387124913212,292.9,Experimental,2,1.0,1.1112813032725228,0,1,0,0,,,Lap,2924.7746304049856,Cu-Cu,1.8009990149238575,2.5898026385628947,1066.0497265592185,612.8654969049903,1.138220763486849,70.948063626671,1069.067139728542,2.753830044146475,399.70519945452133,3,4.995716171234147,0.3670506383988855,Nitrogen,4.0403133680498,3,4.059385000449605,1114.3009034636186,38.21477201441128,564.0,W-0012,24.90671245503053
-1.3455047152333233,384.43329358422716,3.0179410690875383,5.085875933422112,72.33977023650849,,,Experimental,2,1.0,1.2665938952959153,1,1,0,0,,1.081612067806247,Lap,2581.1066020010544,Cu-Al,1.9280788878865298,1.7404779658414404,1293.7250842853957,721.0898273689863,1.6075212121242712,,,6.279074187706427,313.95019474545387,4,,1.0226204293528558,Helium,3.6844967847605226,3,,1311.0724133981569,65.20157729814537,,W-0013,14.816641248936927
1.1792381949997175,56.38140393672657,0.6989771297936718,9.5061065588005,200.0,7293.290343684909,206.9654190957381,Experimental,0,1.0,0.20241939238834597,0,0,0,1,1.992215612670553,0.6965419095738101,Lap,1030.8477766956903,Cu-Al,0.5099132396573968,1.8586964745316514,555.8980474550292,110.00000000000001,0.08721010980544994,214.006936381239,187.6730637926843,4.15317535669328,40.879515974435954,4,7.0034681906194916,0.15231976775198441,Nitrogen,17.87979420015741,0,6.163468103657851,200.0,9.849411400109966,835.0,W-0014,192.90319878880575
0.7747289031259545,118.52229498924113,1.2806308410260598,11.460204855285552,200.0,,,Experimental,1,1.0,0.28393465230578707,0,0,0,1,,,Butt,954.5624180177515,Cu-Cu,0.6351478437956011,0.0,633.734892691285,184.56777006991248,0.260375701345664,,,5.565267090434604,436.7893120533886,3,,1.0603647240298548,Helium,13.085851046499236,0,,335.5777637634772,10.324752592856754,,W-0015,168.83622289731912
-1.1169215488449584,52.64700624234974,9.694670331027789,7.5052979520419765,151.45799391545592,9724.387124913212,292.9,Experimental,1,1.0,0.2709470091050767,0,0,0,1,,,Butt,958.5112746335845,Cu-Cu,0.9046866305475606,0.0,797.4885236055493,236.15627962200605,0.2762885947570741,163.0783671781255,400.62211811088275,4.417652638439635,460.43620026590656,5,7.672340668367809,1.9316330735236344,Nitrogen,3.0420856644454575,0,6.696461633936971,429.3750538581928,23.031293172223396,1153.0,W-0016,142.2350991578026
