temperature_C,thermal_strain,cte_instantaneous_1e6_perC,cte_secant_1e6_perC,length_change_mm,heating_rate_C_min
20,0.0,13.25433841735131,13.25433841735131,0.0,5.0
25,6.745884262169874e-05,13.00848792820137,13.491768524339749,0.006745884262169874,5.0
30,0.00013458855149634175,13.311886590521581,13.458855149634175,0.013458855149634175,5.0
35,0.00020258801881271725,13.126321536160852,13.505867920847816,0.020258801881271726,5.0
40,0.00026908582852647,13.26183983404225,13.4542914263235,0.026908582852647,5.0
45,0.0003368653647637254,13.216584464185152,13.474614590549015,0.03368653647637254,5.0
50,0.00040078708485476226,14.273423836135533,13.359569495158743,0.040078708485476226,5.0
55,0.00047250693619472085,13.509360894342585,13.500198176992026,0.04725069361947208,5.0
60,0.0005386338929491371,13.922038654586474,13.465847323728427,0.05386338929491371,5.0
65,0.0006047330756839837,13.313060578313761,13.438512792977415,0.06047330756839837,5.0
70,0.0006739449575242232,13.088521371029488,13.478899150484464,0.06739449575242232,5.0
75,0.0007427785225583738,14.188507698556444,13.505064046515887,0.07427785225583738,5.0
80,0.0008081208612712304,13.043240819434152,13.468681021187175,0.08081208612712304,5.0
85,0.0008838597417136707,14.298172687490187,13.59784218021032,0.08838597417136707,5.0
90,0.0009473277569437495,13.76340762379395,13.533253670624992,0.09473277569437495,5.0
95,0.0010112406338872683,14.115702343405795,13.483208451830244,0.10112406338872683,5.0
100,0.0010815104380483245,12.436341935891157,13.518880475604057,0.10815104380483245,5.0
105,0.0011521960567742924,13.840842218679686,13.555247726756381,0.11521960567742924,5.0
110,0.0012122094176873451,13.163315610688535,13.46899352985939,0.1212209417687345,5.0
115,0.0012812548113260854,13.391385793282332,13.4868927508009,0.12812548113260855,5.0
120,0.0013553967366669614,14.391221616398445,13.553967366669616,0.13553967366669614,5.0
125,0.0014179676408457994,12.80036847671808,13.504453722340946,0.14179676408457995,5.0
130,0.0014881076492645848,14.270661002878576,13.528251356950772,0.14881076492645848,5.0
135,0.0015527968366219342,14.159046659083224,13.50258118801682,0.1552796836621934,5.0
140,0.0016247504209864847,13.618211350449132,13.53958684155404,0.16247504209864846,5.0
145,0.001704897221287101,14.574264860325105,13.639177770296808,0.1704897221287101,5.0
150,0.0017761219584858114,14.710118467973984,13.66247660373701,0.17761219584858115,5.0
155,0.001838303205786922,14.417411536043035,13.617060783606828,0.1838303205786922,5.0
160,0.00188978571881477,14.577865243844263,13.4984694201055,0.18897857188147701,5.0
165,0.001965990798477786,14.704399614090732,13.558557230881283,0.1965990798477786,5.0
170,0.0020467406616064537,15.39582673941528,13.644937744043025,0.20467406616064537,5.0
175,0.002111225328898695,14.180580649635495,13.620808573539968,0.2111225328898695,5.0
180,0.0021897014948849504,14.66603937625335,13.68563434303094,0.21897014948849503,5.0
185,0.0022657402861032067,14.92762466735721,13.731759309716404,0.22657402861032067,5.0
190,0.002343333929857108,14.118774484060355,13.784317234453576,0.2343333929857108,5.0
195,0.0024146039923966666,14.209513302081831,13.797737099409522,0.24146039923966667,5.0
200,0.0024838180681627077,15.198060532443423,13.7989892675706,0.24838180681627078,5.0
205,0.0025524177566509042,13.822037072037473,13.796852738653538,0.25524177566509043,5.0
210,0.0026372586709304427,14.574356195850745,13.88030879437075,0.26372586709304424,5.0
215,0.0027172405787341167,15.285006317539821,13.934567070431367,0.2717240578734117,5.0
220,0.0028049381288958396,14.80913105552421,14.024690644479199,0.28049381288958397,5.0
225,0.0028433393428334295,15.614596536998409,13.869948013821608,0.28433393428334297,5.0
230,0.002930214995130423,14.08655964076296,13.9534047387163,0.2930214995130423,5.0
235,0.0030164552993293425,14.202726192248385,14.030024648043453,0.30164552993293425,5.0
240,0.0030867697532329006,14.184140677733787,14.030771605604093,0.3086769753232901,5.0
245,0.003143995561082561,14.91010987269567,13.973313604811384,0.3143995561082561,5.0
250,0.0032268262703206312,14.454579848810905,14.029679436176657,0.32268262703206313,5.0
255,0.003324245432972894,15.230766712650372,14.145725246693166,0.33242454329728943,5.0
260,0.0033951567065332896,15.046777040333238,14.14648627722204,0.33951567065332894,5.0
265,0.003459720751873886,14.60266435946053,14.121309191321984,0.3459720751873886,5.0
270,0.0035455722901834626,14.99598427195557,14.18228916073385,0.35455722901834624,5.0
275,0.0036061803526243595,16.75161529049244,14.141883735781802,0.36061803526243597,5.0
280,0.0036903636007387204,15.500898133931349,14.193706156687385,0.369036360073872,5.0
285,0.003763655097897467,15.561630606532118,14.202472067537611,0.3763655097897467,5.0
290,0.003847272900098707,14.937972047693435,14.24915888925447,0.3847272900098707,5.0
295,0.00391317200195458,15.615693466620314,14.229716370743928,0.391317200195458,5.0
300,0.004030722643755252,15.6856379970422,14.395438013411614,0.4030722643755252,5.0
305,0.004077226498293542,16.003417328082268,14.306057888749269,0.40772264982935413,5.0
310,0.004149315672288679,15.975479782641697,14.307985076857515,0.4149315672288679,5.0
315,0.004271358309431494,15.449132416260964,14.479180709937268,0.4271358309431494,5.0
320,0.004324694443261105,16.0085549893009,14.415648144203685,0.43246944432611056,5.0
325,0.004400765809590831,15.890799546722173,14.428740359314201,0.4400765809590831,5.0
330,0.004489970226924084,16.257793488136848,14.48377492556156,0.4489970226924084,5.0
335,0.004567544975978842,16.239561141871313,14.500142780885213,0.45675449759788417,5.0
340,0.004636190965349199,16.32801662422032,14.488096766716247,0.4636190965349199,5.0
345,0.004713067837725726,16.586792276121805,14.501747193002235,0.4713067837725726,5.0
350,0.004813639714894888,16.10357008290821,14.586787014832995,0.4813639714894888,5.0
355,0.004893263074140961,17.359435068297003,14.606755445196898,0.4893263074140961,5.0
360,0.00501078339942383,17.702923566817198,14.7375982335995,0.501078339942383,5.0
365,0.005044511925134503,17.26707048478788,14.621773696042037,0.5044511925134503,5.0
370,0.005152848566277361,17.73987308246398,14.722424475078173,0.515284856627736,5.0
375,0.005251008838616688,16.96342303306218,14.791574193286445,0.5251008838616688,5.0
