temperature_C,thermal_strain,cte_instantaneous_1e6_perC,cte_secant_1e6_perC,length_change_mm,heating_rate_C_min
20,0.0,12.797457450877463,12.797457450877463,0.0,5.0
25,6.31742701645804e-05,13.158458534033258,12.634854032916081,0.00631742701645804,5.0
30,0.00012630338967719698,12.601631509880672,12.630338967719698,0.012630338967719697,5.0
35,0.00019026556900728927,12.706396366839536,12.684371267152619,0.019026556900728925,5.0
40,0.00025361823420686673,12.330314807903305,12.680911710343336,0.02536182342068667,5.0
45,0.0003159256383666569,12.52346355619741,12.637025534666275,0.03159256383666569,5.0
50,0.00037762001689826215,12.167970173061846,12.587333896608738,0.03776200168982621,5.0
55,0.00044043060086399225,12.65110173752126,12.583731453256922,0.04404306008639922,5.0
60,0.0005074662858202616,12.893490365322021,12.686657145506539,0.05074662858202616,5.0
65,0.0005728264979827328,12.62001529900078,12.729477732949617,0.05728264979827328,5.0
70,0.0006278072438004594,13.068533025454844,12.556144876009187,0.06278072438004594,5.0
75,0.0006920098636849012,12.238564111565465,12.58199752154366,0.06920098636849012,5.0
80,0.0007575090774032078,12.515436912799807,12.625151290053463,0.07575090774032078,5.0
85,0.0008215143128670628,13.238353091636268,12.63868173641635,0.08215143128670628,5.0
90,0.0008782238495781945,12.87871221991714,12.546054993974208,0.08782238495781945,5.0
95,0.0009436015691037421,13.040485655932255,12.581354254716562,0.09436015691037421,5.0
100,0.001004421574831833,12.80551240321826,12.555269685397914,0.1004421574831833,5.0
105,0.001068693086445559,12.10906828767654,12.572859840535989,0.10686930864455589,5.0
110,0.0011339901983342699,12.722848218705563,12.599891092602999,0.11339901983342698,5.0
115,0.0011975586969475236,12.45123521621498,12.605881020500249,0.11975586969475235,5.0
120,0.0012602996530374105,13.559977268039741,12.602996530374105,0.12602996530374105,5.0
125,0.0013213968468072915,13.383545695531414,12.584731874355157,0.13213968468072915,5.0
130,0.0013918075131457007,13.200017283892771,12.652795574051824,0.13918075131457008,5.0
135,0.0014437018271876807,13.553078955355547,12.553928932066789,0.14437018271876806,5.0
140,0.001521870106359045,13.393099084434976,12.682250886325376,0.1521870106359045,5.0
145,0.0015905552101847591,13.979188761058236,12.724441681478073,0.15905552101847592,5.0
150,0.0016546628519733054,13.410827415108812,12.728175784410041,0.16546628519733053,5.0
155,0.0017123242857624607,13.79156324121118,12.683883598240449,0.17123242857624607,5.0
160,0.001794711629556569,13.669565649817404,12.819368782546922,0.1794711629556569,5.0
165,0.0018485865213932818,13.894082250949731,12.748872561332977,0.18485865213932817,5.0
