temperature_C,thermal_strain,cte_instantaneous_1e6_perC,cte_secant_1e6_perC,length_change_mm,heating_rate_C_min
20,0.0,8.945728670207993,8.945728670207993,0.0,5.0
25,4.1989874470060654e-05,9.282770518699708,8.397974894012131,0.004198987447006065,5.0
30,8.450248660839201e-05,8.611529683664942,8.4502486608392,0.0084502486608392,5.0
35,0.0001260319332561487,8.450211493198527,8.402128883743247,0.01260319332561487,5.0
40,0.00016787427682335074,8.031735716052676,8.393713841167537,0.016787427682335074,5.0
45,0.00020967974910536815,8.314121282623823,8.387189964214725,0.020967974910536813,5.0
50,0.0002500857791092192,8.559705534603571,8.336192636973973,0.02500857791092192,5.0
55,0.00029594896491907084,8.406078416498115,8.455684711973452,0.029594896491907084,5.0
60,0.0003383687194077337,8.839924081708745,8.459217985193343,0.03383687194077337,5.0
65,0.0003763648691926349,8.936583587068323,8.363663759836331,0.03763648691926349,5.0
70,0.00041739636255945257,8.665482045442616,8.34792725118905,0.041739636255945255,5.0
75,0.00045738077656807,8.669106702283708,8.316014119419455,0.045738077656807,5.0
80,0.0005069801904088197,8.623136193806202,8.449669840146994,0.05069801904088197,5.0
85,0.0005464205834222648,7.104318076269093,8.406470514188689,0.05464205834222648,5.0
90,0.0005884185410500308,8.383626005238252,8.405979157857583,0.05884185410500308,5.0
95,0.0006291063317210129,8.75158862361708,8.38808442294684,0.06291063317210129,5.0
100,0.0006744207255768696,8.939113296287298,8.43025906971087,0.06744207255768697,5.0
105,0.000712487954105959,7.7818776995991925,8.38221122477599,0.0712487954105959,5.0
110,0.0007577173260039227,9.26958945374881,8.419081400043586,0.07577173260039227,5.0
115,0.000802924837785052,7.647850680069984,8.45184039773739,0.0802924837785052,5.0
120,0.0008455196996886319,8.739752989165781,8.455196996886318,0.08455196996886319,5.0
125,0.0008803653420125763,9.064841512304374,8.384431828691204,0.08803653420125762,5.0
130,0.0009243080768107399,9.190177423864881,8.402800698279455,0.09243080768107399,5.0
135,0.0009680090233344834,8.934692459271822,8.417469768125942,0.09680090233344833,5.0
140,0.001005204574651132,8.7669591873485,8.376704788759433,0.1005204574651132,5.0
145,0.0010579977183004581,8.607013361191958,8.463981746403665,0.10579977183004581,5.0
150,0.0010877828093586398,8.38604211359801,8.367560071989537,0.10877828093586397,5.0
155,0.0011362172093965324,8.053465975718561,8.416423773307647,0.11362172093965324,5.0
160,0.0011829787538568388,8.300893061369473,8.449848241834564,0.11829787538568388,5.0
165,0.0012096463727572409,8.415273874988747,8.342388777636144,0.12096463727572408,5.0
170,0.0012652968715035995,8.419609449815765,8.435312476690662,0.12652968715035995,5.0
175,0.0013037615393319524,7.890943316421685,8.411364769883564,0.13037615393319524,5.0
180,0.0013476106050737207,8.178564573193032,8.422566281710754,0.13476106050737208,5.0
185,0.001377768119940418,8.442119564153483,8.350109817820716,0.1377768119940418,5.0
190,0.0014177035231342275,8.229008673675695,8.339432489024867,0.14177035231342275,5.0
195,0.0014702704666397569,8.00301713587532,8.401545523655754,0.14702704666397567,5.0
200,0.0015093814195588197,8.11788352550195,8.385452330882332,0.15093814195588198,5.0
205,0.0015578801723476017,7.915751528912797,8.420973904581631,0.15578801723476016,5.0
210,0.0016019026986792036,7.327884345215717,8.431066835153704,0.16019026986792034,5.0
215,0.001633336189574318,8.730646977374562,8.376083023458042,0.16333361895743181,5.0
220,0.001700625508334522,8.551460075280904,8.50312754167261,0.1700625508334522,5.0
225,0.0017236805548303737,8.667678171178322,8.408197828440848,0.17236805548303738,5.0
230,0.0017681761056448067,8.191942463022832,8.419886217356222,0.17681761056448067,5.0
235,0.001810930280414584,8.42507185987432,8.422931536812019,0.1810930280414584,5.0
240,0.0018421717425047097,7.5761717071998715,8.373507920475953,0.18421717425047096,5.0
245,0.0019080103096969915,9.107449411906671,8.480045820875517,0.19080103096969914,5.0
250,0.0019329752762868408,9.444804887862661,8.404240331681917,0.19329752762868407,5.0
255,0.001978519099742224,8.684230521025166,8.419230211669037,0.1978519099742224,5.0
260,0.0020045145523330094,9.150742748363918,8.352143968054206,0.20045145523330093,5.0
265,0.002070520024787297,8.616884686549277,8.451102141988967,0.2070520024787297,5.0
270,0.002103141090627185,8.622611828401547,8.41256436250874,0.21031410906271847,5.0
275,0.0021651657826862077,8.472136758506812,8.490846206612579,0.21651657826862075,5.0
280,0.0021907875315879915,8.165163303556488,8.426105890723045,0.21907875315879916,5.0
285,0.0022333258848869393,9.369035170150728,8.42764484862996,0.22333258848869392,5.0
290,0.0022934902592282903,9.392100338799494,8.494408367512186,0.22934902592282902,5.0
295,0.0022894942267978574,9.19479549697271,8.325433551992209,0.22894942267978574,5.0
300,0.002402490632425059,8.524346123260145,8.580323687232355,0.24024906324250592,5.0
305,0.002436107526683458,9.525010485228744,8.547745707661257,0.2436107526683458,5.0
310,0.0024525737299845307,8.874189670350024,8.457150793050106,0.24525737299845307,5.0
315,0.0025087746528456266,9.091023020333049,8.504320857103819,0.2508774652845627,5.0
320,0.0025641072488448015,8.753719164382902,8.547024162816005,0.25641072488448013,5.0
325,0.0025864403203759135,9.492536899527114,8.480132197953814,0.25864403203759134,5.0
330,0.0026355354760025217,9.02178062285681,8.501727341943619,0.2635535476002522,5.0
335,0.0027128278012591937,8.626539502102142,8.612151750029186,0.2712827801259194,5.0
340,0.002755187296437398,8.23934246134273,8.60996030136687,0.2755187296437398,5.0
345,0.002786616933614814,8.838783458982451,8.574205949584043,0.2786616933614814,5.0
350,0.0028007103024408767,9.356625348146805,8.487000916487505,0.2800710302440877,5.0
355,0.0028806967664106653,9.472794669676432,8.599094825106464,0.28806967664106653,5.0
360,0.0029205427173156074,8.307496233782928,8.589831521516492,0.29205427173156073,5.0
365,0.002973021907358625,10.07242794744336,8.617454803938044,0.2973021907358625,5.0
370,0.0030041632916795046,9.50556045837065,8.58332369051287,0.30041632916795047,5.0
375,0.003081399996347761,9.303493257673692,8.679999989712003,0.3081399996347761,5.0
380,0.0030996094427468597,9.889389634337808,8.610026229852389,0.30996094427468596,5.0
385,0.0031594600413853233,8.893256410181005,8.656054907904997,0.31594600413853235,5.0
390,0.0031849800841990033,8.577309802631921,8.608054281618928,0.31849800841990034,5.0
395,0.0032408574084026964,10.272077555689526,8.64228642240719,0.32408574084026964,5.0
400,0.0032923536759682207,10.058063117371173,8.664088620969,0.3292353675968221,5.0
405,0.0033625174140882526,9.736350139800575,8.733811465164292,0.33625174140882524,5.0
410,0.003403896000652743,8.687674002919673,8.727938463212162,0.3403896000652743,5.0
415,0.0034461740588469735,9.478467877930127,8.724491288220188,0.34461740588469736,5.0
420,0.003477268344942439,9.167706256719255,8.693170862356098,0.3477268344942439,5.0
425,0.0035277689210346046,10.524299074602741,8.710540545764456,0.35277689210346047,5.0
430,0.003563921553011163,9.236300183515509,8.692491592710153,0.35639215530111634,5.0
435,0.0036579123793784654,9.611982328187317,8.814246697297508,0.3657912379378465,5.0
440,0.0037248347408016177,9.07854026626052,8.868654144765756,0.3724834740801618,5.0
445,0.003784651620188763,9.00822531799894,8.905062635738267,0.3784651620188763,5.0
450,0.0037843952029298737,9.624752553631986,8.800919076581103,0.3784395202929874,5.0
455,0.0037945442913119385,9.822091327338896,8.72309032485503,0.37945442913119387,5.0
460,0.003879038345330402,9.794873533327014,8.815996239387276,0.38790383453304017,5.0
465,0.0039341796691788845,10.031999193336416,8.840853189166031,0.39341796691788844,5.0
470,0.003980761000815718,9.984493231484793,8.846135557368262,0.39807610008157185,5.0
475,0.004048729667569002,10.390375059529314,8.898306961690114,0.4048729667569002,5.0
480,0.004019966512955007,10.85011030713613,8.73905763685871,0.4019966512955007,5.0
485,0.004173906077323554,9.466842234861508,8.976142101771083,0.41739060773235537,5.0
490,0.004169146620786352,9.273602816877565,8.870524725077345,0.41691466207863526,5.0
495,0.004182695530800238,10.785911383276137,8.805674801684713,0.41826955308002384,5.0
500,0.0042449349298881375,9.930696051146525,8.843614437266954,0.4244934929888138,5.0
505,0.004313806970892182,9.434099638479736,8.894447362664293,0.43138069708921817,5.0
510,0.00434152059921656,10.34825320831182,8.860246120850123,0.43415205992165595,5.0
515,0.004405100142294677,9.349670863698481,8.899192206655913,0.44051001422946773,5.0
520,0.004430095879290225,9.388263068743852,8.86019175858045,0.4430095879290225,5.0
525,0.00451362817147519,10.236420637718554,8.937877567277605,0.451362817147519,5.0
530,0.004607758607442125,10.883486926201797,9.034820798906127,0.4607758607442125,5.0
535,0.004603362683206241,10.047545813880221,8.938568316905322,0.46033626832062413,5.0
540,0.004654852649095691,10.097122286329137,8.951639709799405,0.46548526490956915,5.0
545,0.004692725795944172,10.466616136081292,8.938525325607946,0.46927257959441715,5.0
550,0.004727920176224941,10.7894495590424,8.920604106084795,0.4727920176224941,5.0
555,0.004812021360927117,10.416698171510188,8.99443245033106,0.4812021360927117,5.0
560,0.004840490398967824,10.662316948586113,8.963871109199676,0.48404903989678244,5.0
565,0.004931619064389827,10.294604981210693,9.048842319981333,0.49316190643898267,5.0
570,0.0050013128210849725,9.953986505609295,9.093296038336314,0.5001312821084972,5.0
575,0.005021413538049851,10.119531727317206,9.04759196045018,0.5021413538049851,5.0
580,0.00505532453044268,10.742194145924984,9.027365232933358,0.505532453044268,5.0
585,0.005108728982029727,10.367352714177688,9.041998198282704,0.5108728982029728,5.0
590,0.005139916729153828,9.536518289034845,9.017397770445312,0.5139916729153828,5.0
595,0.00526391503773845,10.74987968678077,9.154634848240782,0.5263915037738449,5.0
600,0.005254785601986108,8.884350340700612,9.059975175838117,0.5254785601986108,5.0
605,0.005308333831737796,11.47526288646065,9.074074926047516,0.5308333831737796,5.0
610,0.005378885503237336,10.766097231308745,9.116755090232774,0.5378885503237336,5.0
615,0.0054384862351243195,10.525493153530501,9.140313000208941,0.5438486235124319,5.0
620,0.005550307078886789,11.048727334564015,9.250511798144647,0.5550307078886788,5.0
625,0.0055921167918304305,11.270061278981075,9.243168250959389,0.559211679183043,5.0
630,0.005619887893416592,10.280070303401617,9.212930972814085,0.5619887893416592,5.0
635,0.005638465540555342,10.785893747866561,9.168236651309499,0.5638465540555342,5.0
640,0.005726959345456437,11.354054183261276,9.237031202349092,0.5726959345456437,5.0
645,0.005776714873953914,10.768188793152932,9.242743798326263,0.5776714873953914,5.0
650,0.0058612208344938615,10.314627220555927,9.30352513411724,0.5861220834493861,5.0
655,0.005901302838649567,10.424368372697014,9.293390297085933,0.5901302838649567,5.0
660,0.0059394589615513,9.729859309317256,9.280404627423907,0.59394589615513,5.0
665,0.006001089536665549,10.442244174656322,9.304014785527983,0.6001089536665549,5.0
670,0.005993593736878885,9.90973435560878,9.220913441352131,0.5993593736878885,5.0
675,0.006066342537234748,11.525399315981995,9.261591659900379,0.6066342537234748,5.0
680,0.0060767953497658945,10.559400517958839,9.207265681463477,0.6076795349765894,5.0
685,0.006136594242474597,10.546195678555051,9.227961266879094,0.6136594242474597,5.0
690,0.006178354188254426,10.379811098693109,9.22142416157377,0.6178354188254427,5.0
695,0.0062719288358993605,10.028474034988985,9.291746423554608,0.6271928835899361,5.0
700,0.006327523241478382,10.717661748811887,9.30518123746821,0.6327523241478382,5.0
705,0.006430374972334216,10.859185577608839,9.387408718736081,0.6430374972334216,5.0
710,0.006426236993908387,10.751933622763952,9.313386947693314,0.6426236993908387,5.0
715,0.0064709674364029374,9.647600215074101,9.31074451280998,0.6470967436402938,5.0
720,0.006599674653976677,10.454419269682418,9.42810664853811,0.6599674653976677,5.0
725,0.006573502129671269,10.533592186387219,9.324116495987615,0.6573502129671269,5.0
730,0.006558746112040522,10.327479799998843,9.237670580338763,0.6558746112040522,5.0
735,0.006748874443980077,9.938070514240767,9.438985236335771,0.6748874443980077,5.0
740,0.006718678504317511,9.811617221405829,9.33149792266321,0.6718678504317511,5.0
745,0.006757914146507533,10.651643731679814,9.321260891734529,0.6757914146507533,5.0
750,0.006810030008405192,11.58870207456002,9.328808230692044,0.6810030008405192,5.0
755,0.006903508507613032,10.142951451431445,9.392528581786438,0.6903508507613032,5.0
760,0.006948764525155756,10.124504003845523,9.390222331291563,0.6948764525155756,5.0
765,0.007076032693842937,10.847594668665208,9.498030461534144,0.7076032693842937,5.0
770,0.007091388925353054,10.749805147277307,9.455185233804073,0.7091388925353054,5.0
775,0.007145224180608842,10.339727817577176,9.463873086899127,0.7145224180608841,5.0
780,0.007184856025343968,10.323137520377324,9.453757928084167,0.7184856025343969,5.0
785,0.007188741305035585,9.680511325768595,9.397047457562856,0.7188741305035584,5.0
790,0.007290722925547338,9.476402686820071,9.46847133187966,0.7290722925547338,5.0
795,0.00730535576692035,10.44807408269988,9.426265505703677,0.730535576692035,5.0
800,0.007443501200898528,10.718450035753337,9.542950257562216,0.7443501200898528,5.0
805,0.0074532948265276025,10.100187963819753,9.494643091117965,0.7453294826527602,5.0
810,0.007450579419565311,9.852800079571654,9.43111318932318,0.7450579419565311,5.0
815,0.007595363217772271,9.647707461230947,9.553915997197825,0.7595363217772271,5.0
820,0.007606262052295433,10.294686307958825,9.507827565369292,0.7606262052295433,5.0
825,0.007659755570753389,9.522492707381414,9.515224311494894,0.7659755570753389,5.0
830,0.007683723084725557,10.098072168530614,9.48607788237723,0.7683723084725558,5.0
835,0.007738770241213238,9.403521724732444,9.495423608850597,0.7738770241213238,5.0
840,0.0077846056001267495,10.865653725837827,9.493421463569206,0.7784605600126749,5.0
845,0.00790609136835793,10.209952903951955,9.583141052555066,0.7906091368357929,5.0
850,0.007910056477625351,11.184237472448341,9.53018852725946,0.7910056477625351,5.0
855,0.007906013379654863,11.132119722806122,9.46827949659265,0.7906013379654863,5.0
860,0.00803272351632915,10.539919483760535,9.562766090868037,0.803272351632915,5.0
865,0.00808108771365033,10.130134812062302,9.563417412603942,0.808108771365033,5.0
870,0.008194784611739324,10.160151443230594,9.640923072634498,0.8194784611739324,5.0
875,0.00812708207609489,10.163921658912436,9.505359153327356,0.812708207609489,5.0
880,0.008161348276142953,10.565093976648882,9.489939855980177,0.8161348276142952,5.0
885,0.00828114392593451,10.856064860074328,9.573576792987874,0.8281143925934511,5.0
890,0.00828255453723175,10.450976843322564,9.520177629002012,0.828255453723175,5.0
895,0.008455996323106549,11.498386176815997,9.663995797836057,0.8455996323106549,5.0
900,0.00852015875172367,10.738428107675873,9.68199858150417,0.852015875172367,5.0
905,0.008484623177212242,10.711147634046487,9.587144833008182,0.8484623177212242,5.0
910,0.008459350656245939,9.912427907138998,9.504888377804427,0.8459350656245939,5.0
915,0.008531910390344215,10.943720132842117,9.53286077133432,0.8531910390344215,5.0
920,0.008596159620534474,10.728348738317559,9.551288467260527,0.8596159620534474,5.0
925,0.008617159275466087,9.720716324167869,9.521722956316118,0.8617159275466086,5.0
930,0.008677233651584947,9.870016624426372,9.535421595148293,0.8677233651584947,5.0
935,0.008740300370543791,10.293732290465215,9.552240842124363,0.8740300370543791,5.0
940,0.008967470147050178,10.53020106280685,9.747250159837149,0.8967470147050177,5.0
945,0.008925340963559604,10.24789768754768,9.649017257902274,0.8925340963559604,5.0
950,0.008974199897451572,10.125320557187797,9.649677309087712,0.8974199897451571,5.0
955,0.009048220643226497,10.283149698044273,9.677241329654008,0.9048220643226498,5.0
960,0.009141842405572878,10.37766578256326,9.725364261247742,0.9141842405572878,5.0
965,0.009133367311004807,10.116975003684527,9.66493895344424,0.9133367311004806,5.0
970,0.009209021302348113,11.031160576711573,9.693706634050645,0.9209021302348113,5.0
975,0.009201736895072617,10.671455600831962,9.635326591699075,0.9201736895072617,5.0
980,0.009297994351849942,10.765271823796965,9.685410783177023,0.9297994351849942,5.0
985,0.009402341085396174,10.289119038070773,9.743358637716243,0.9402341085396174,5.0
990,0.009397268562368973,10.719878866287422,9.687905734401003,0.9397268562368973,5.0
995,0.009510524934799619,11.601691945566998,9.75438454851243,0.9510524934799619,5.0
1000,0.00951917143333286,10.528685943602719,9.713440238094757,0.951917143333286,5.0
