temperature_C,thermal_strain,cte_instantaneous_1e6_perC,cte_secant_1e6_perC,length_change_mm,heating_rate_C_min
20,0.0,6.237870218760639,6.237870218760639,0.0,5.0
25,3.295969157768136e-05,6.18763183076355,6.5919383155362725,0.003295969157768136,5.0
30,6.582599028839842e-05,6.94757959436436,6.582599028839842,0.006582599028839842,5.0
35,9.911172622021268e-05,7.400985460380357,6.607448414680845,0.009911172622021267,5.0
40,0.00013265325028736063,5.381936006702361,6.632662514368031,0.013265325028736062,5.0
45,0.0001664212397538236,7.106750000501765,6.6568495901529445,0.01664212397538236,5.0
50,0.00019743935206611706,6.980894183333026,6.581311735537235,0.019743935206611704,5.0
55,0.0002297364362321849,6.416333927706054,6.563898178062425,0.02297364362321849,5.0
60,0.0002659953106579456,6.601766001590925,6.6498827664486395,0.02659953106579456,5.0
65,0.00029992748340153675,6.52126703155372,6.665055186700817,0.029992748340153676,5.0
70,0.0003303699256984957,6.618420920752622,6.607398513969914,0.033036992569849565,5.0
75,0.0003616412185063395,5.951406914820406,6.575294881933446,0.036164121850633946,5.0
80,0.0004000367769642163,7.354611386373642,6.667279616070272,0.04000367769642163,5.0
85,0.0004265284136974845,6.049933487582831,6.561975595345915,0.04265284136974845,5.0
90,0.000463650670487644,5.99196478318111,6.623581006966343,0.0463650670487644,5.0
95,0.0004914439853465289,7.290199191943799,6.552586471287052,0.04914439853465289,5.0
100,0.0005222534391227424,7.055281645644492,6.52816798903428,0.052225343912274236,5.0
105,0.0005595691445232938,6.649487657091456,6.583166406156398,0.055956914452329386,5.0
110,0.000600157099261705,7.38932771736824,6.668412214018945,0.0600157099261705,5.0
115,0.0006290398048944393,6.631448031029678,6.621471630467782,0.06290398048944393,5.0
120,0.0006689266442698227,7.08372566275588,6.689266442698227,0.06689266442698227,5.0
125,0.0006994882270541694,6.677603606915127,6.661792638611137,0.06994882270541694,5.0
130,0.0007320013518435213,8.075993664481809,6.654557744032012,0.07320013518435213,5.0
135,0.0007700192240819124,6.704241262913136,6.695819339842716,0.07700192240819123,5.0
140,0.0007998277284003531,7.062981730706593,6.6652310700029425,0.07998277284003531,5.0
145,0.0008307347204258468,6.884181727221804,6.645877763406774,0.08307347204258468,5.0
150,0.0008684426927972517,6.114524864614117,6.6803284061327055,0.08684426927972518,5.0
155,0.0009039451470251961,7.464411020869559,6.695889977964415,0.09039451470251961,5.0
160,0.0009437350286692134,7.250183618246966,6.740964490494381,0.09437350286692134,5.0
165,0.0009622269967627702,7.2164467435576904,6.636048253536346,0.09622269967627703,5.0
170,0.001019104897840581,7.069684956833737,6.794032652270539,0.1019104897840581,5.0
175,0.0010467643068501546,6.355011529407069,6.753318108710674,0.10467643068501546,5.0
180,0.0010831502979877553,7.142698042497297,6.76968936242347,0.10831502979877553,5.0
185,0.0011051071737350334,7.21943740037288,6.697619234757779,0.11051071737350335,5.0
190,0.0011485976780508794,7.305986387220401,6.756456929711056,0.11485976780508794,5.0
195,0.001192725009189585,7.11836223648729,6.815571481083342,0.1192725009189585,5.0
200,0.0012353696154681188,7.187777999588991,6.863164530378438,0.12353696154681187,5.0
205,0.0012793410212963725,7.35642863473962,6.915356871872284,0.12793410212963724,5.0
210,0.00129330073404482,7.790069446592345,6.806845968656948,0.129330073404482,5.0
215,0.0013379368474196905,6.898080650888764,6.861214602152259,0.13379368474196904,5.0
220,0.0013602670926591582,8.197339752828828,6.801335463295791,0.1360267092659158,5.0
225,0.001416785664060037,6.731697053359454,6.911149580780668,0.1416785664060037,5.0
230,0.001455299722543678,8.318589033555105,6.92999867877942,0.1455299722543678,5.0
235,0.0014790823523630474,6.740576250753908,6.879452801688593,0.14790823523630475,5.0
240,0.0014994749797074783,8.181147015566983,6.81579536230672,0.14994749797074783,5.0
245,0.0015523935749954959,7.550862814428498,6.899526999979981,0.1552393574995496,5.0
250,0.0016188672192949806,8.250370467199998,7.038553127369481,0.16188672192949805,5.0
255,0.0016499179500827302,8.397058376758851,7.020927447160554,0.16499179500827302,5.0
260,0.001686066743988644,8.36650077283341,7.025278099952684,0.1686066743988644,5.0
265,0.001725735820485029,8.727925433022358,7.0438196754490985,0.1725735820485029,5.0
270,0.0017473042526647393,7.419701850966851,6.989217010658957,0.17473042526647392,5.0
275,0.0017952649184596542,7.945074137056007,7.040254582194723,0.17952649184596542,5.0
280,0.0018411310497347371,7.743806073589359,7.081273268210528,0.18411310497347372,5.0
285,0.0018518330071485092,7.739486146186858,6.98804908357928,0.18518330071485092,5.0
290,0.0019237500380383879,8.314646402939115,7.125000140882918,0.1923750038038388,5.0
295,0.0019552493219340875,7.765620661923358,7.109997534305772,0.19552493219340875,5.0
300,0.0019910324634692675,8.274599195784685,7.110830226675955,0.19910324634692675,5.0
305,0.0020261511238307433,7.893349875430869,7.109302188879801,0.20261511238307434,5.0
310,0.0020758544965676896,8.157731516035788,7.158118953681688,0.20758544965676895,5.0
315,0.002103725311562305,8.944008506375594,7.131272242584084,0.2103725311562305,5.0
320,0.0021474705035494195,6.924655301693245,7.1582350118313975,0.21474705035494196,5.0
325,0.0021744412842652026,8.607292968187899,7.129315686115419,0.21744412842652025,5.0
330,0.0022375978484242627,9.010220271908793,7.218057575562138,0.22375978484242628,5.0
335,0.0023002565077997763,8.089600741732525,7.302401612062782,0.23002565077997764,5.0
340,0.002333420404203884,9.044779152363683,7.2919387631371375,0.2333420404203884,5.0
345,0.002369273655236259,7.737452709281736,7.2900727853423355,0.23692736552362592,5.0
350,0.002392275692002393,8.307106365816841,7.24932027879513,0.2392275692002393,5.0
355,0.0024495416900609324,8.01220530458006,7.312064746450544,0.24495416900609324,5.0
360,0.002508156552631527,8.681498895311716,7.376931037151549,0.2508156552631527,5.0
365,0.0025456266517680176,8.683310858400157,7.378627976139182,0.25456266517680176,5.0
370,0.0025641480172410446,8.265506750062693,7.326137192117271,0.25641480172410447,5.0
375,0.002609107018955761,9.358178134278546,7.3495972364951,0.2609107018955761,5.0
380,0.002639424836513805,8.509085411677233,7.331735656982791,0.2639424836513805,5.0
385,0.0027255572503384895,8.432102719735218,7.4672801379136695,0.27255572503384895,5.0
390,0.002756875886614819,7.574046415581016,7.451015909769781,0.2756875886614819,5.0
395,0.002774004439350847,8.633279679104257,7.397345171602259,0.2774004439350847,5.0
400,0.002852078357978159,9.382998882840178,7.505469363100418,0.2852078357978159,5.0
405,0.0028750202043631634,7.8714428786165795,7.467584946397827,0.28750202043631634,5.0
410,0.002926300016927306,9.14024070328928,7.503333376736682,0.2926300016927306,5.0
415,0.0029758084585006666,9.302011564182227,7.533692300001687,0.29758084585006667,5.0
420,0.003006895497160038,8.797217911397171,7.517238742900094,0.3006895497160038,5.0
425,0.003040743574702344,9.499978709112941,7.508008826425542,0.3040743574702344,5.0
430,0.0031171567637452184,8.866609124844306,7.602821374988338,0.31171567637452186,5.0
435,0.003162950851326754,9.09053989379907,7.62156831645001,0.3162950851326754,5.0
440,0.003200354015918813,9.035860009192422,7.619890514092412,0.3200354015918813,5.0
