temperature_C,thermal_strain,cte_instantaneous_1e6_perC,cte_secant_1e6_perC,length_change_mm,heating_rate_C_min
20,0.0,6.3153291868352674,6.3153291868352674,0.0,5.0
25,3.196197527578535e-05,6.56320272407424,6.39239505515707,0.003196197527578535,5.0
30,6.430912206362358e-05,6.532914622371062,6.4309122063623585,0.006430912206362358,5.0
35,9.6572612062747e-05,6.146343777374913,6.438174137516467,0.009657261206274699,5.0
40,0.00012740855041508273,6.591074966815241,6.370427520754136,0.012740855041508273,5.0
45,0.00016285371168027707,6.5681862895099155,6.514148467211083,0.016285371168027706,5.0
50,0.00019407659183314722,6.0724084351981835,6.469219727771574,0.019407659183314722,5.0
55,0.00022703338312895103,6.401312346142691,6.4866680893986,0.022703338312895102,5.0
60,0.00026313737695038165,6.209100422751381,6.578434423759541,0.026313737695038166,5.0
65,0.0002871826928155112,7.138104060562373,6.381837618122471,0.02871826928155112,5.0
70,0.00032513429533193657,5.655468804671993,6.502685906638732,0.03251342953319366,5.0
75,0.0003562410168265237,7.012415053059091,6.477109396845886,0.03562410168265237,5.0
80,0.0003874819112285935,6.319659886379725,6.458031853809892,0.03874819112285935,5.0
85,0.0004183020374944879,6.349736046469744,6.43541596145366,0.04183020374944879,5.0
90,0.0004536885396639563,6.444332907078944,6.481264852342233,0.04536885396639563,5.0
95,0.0004878676461212962,5.839540651101681,6.504901948283949,0.04878676461212962,5.0
100,0.0005106193795166692,6.402241199791571,6.382742243958365,0.05106193795166692,5.0
105,0.0005496228220968606,6.228415693121491,6.466150848198359,0.054962282209686054,5.0
110,0.0005732982503065081,6.363758901481489,6.369980558961201,0.057329825030650816,5.0
115,0.0006040597266444688,6.955376673068256,6.358523438362829,0.060405972664446875,5.0
120,0.0006432062552911155,6.009852720842108,6.432062552911155,0.06432062552911155,5.0
125,0.000682180162036901,7.174522442150412,6.496953924160962,0.0682180162036901,5.0
130,0.0007178432456271027,6.322922979625527,6.525847687519115,0.07178432456271026,5.0
135,0.0007394209955955503,7.461920699802752,6.429747787787393,0.07394209955955502,5.0
140,0.0007762998207033195,6.461226142562724,6.469165172527663,0.07762998207033195,5.0
145,0.0008124822679172341,6.2037772347766325,6.499858143337873,0.0812482267917234,5.0
150,0.000842490093144024,6.720515579621883,6.4806930241847995,0.08424900931440239,5.0
155,0.0008855971488362009,6.329890063955478,6.5599788802681545,0.08855971488362009,5.0
160,0.0009241585701199316,5.9228679272157665,6.601132643713798,0.09241585701199316,5.0
165,0.0009603395550479628,7.101716975895829,6.623031414123882,0.09603395550479628,5.0
170,0.000988150637152509,6.588487652365251,6.587670914350061,0.09881506371525091,5.0
175,0.001019396957008545,7.327779068196618,6.576754561345451,0.1019396957008545,5.0
180,0.001050793099623744,7.59373982858899,6.567456872648401,0.10507930996237441,5.0
185,0.001086831712097777,7.895506387610506,6.586858861198648,0.10868317120977769,5.0
190,0.0011031268935525974,6.504188313881223,6.488981726779985,0.11031268935525974,5.0
195,0.0011716306200946335,8.4064536032727,6.6950321148264775,0.11716306200946336,5.0
200,0.001203594455183319,6.295032761782075,6.686635862129551,0.12035944551833191,5.0
205,0.0012281266101866887,7.110640065394421,6.638522217225344,0.12281266101866886,5.0
210,0.0012621658807047027,7.141635080899679,6.642978319498435,0.12621658807047026,5.0
215,0.001310081610843672,7.041314187710257,6.718367235095753,0.1310081610843672,5.0
220,0.0013577725775058699,6.788032531179371,6.7888628875293495,0.135777257750587,5.0
225,0.0013687149920255867,6.153731855479575,6.676658497685789,0.13687149920255867,5.0
230,0.0014184603759791821,6.976959961493583,6.754573218948486,0.14184603759791822,5.0
