temperature_C,thermal_strain,cte_instantaneous_1e6_perC,cte_secant_1e6_perC,length_change_mm,heating_rate_C_min
20,0.0,11.545358401074143,11.545358401074143,0.0,5.0
25,5.994444518758411e-05,12.27684934787061,11.988889037516822,0.005994444518758411,5.0
30,0.00011944386259320223,11.803834635248021,11.944386259320224,0.011944386259320223,5.0
35,0.00017975323296771483,11.733208096810564,11.983548864514322,0.017975323296771484,5.0
40,0.00024105670250318582,11.574930927940294,12.052835125159291,0.02410567025031858,5.0
45,0.0002990854964444767,11.968188577308167,11.963419857779067,0.029908549644447672,5.0
50,0.0003613572110180792,12.17379000014554,12.045240367269306,0.03613572110180792,5.0
55,0.00042217214897591836,11.695303279727646,12.062061399311952,0.04221721489759184,5.0
60,0.00048045587913893566,11.719660671564807,12.01139697847339,0.048045587913893566,5.0
65,0.0005387853474261117,12.418999734479877,11.973007720580261,0.05387853474261117,5.0
70,0.0006018929651551857,12.95410809779589,12.037859303103716,0.060189296515518576,5.0
75,0.0006582072849773916,12.191129956106975,11.967405181407118,0.06582072849773915,5.0
80,0.0007189766746838013,12.379482030468772,11.982944578063355,0.07189766746838012,5.0
85,0.0007817276279992617,11.580874800078789,12.026578892296333,0.07817276279992617,5.0
90,0.0008388337293398525,11.81444530025154,11.98333899056932,0.08388337293398525,5.0
95,0.0009019886496546676,11.613556301771684,12.026515328728902,0.09019886496546675,5.0
100,0.000961794313805568,12.314255118509067,12.022428922569599,0.0961794313805568,5.0
105,0.001020143837549457,11.492531000279692,12.001692206464199,0.10201438375494569,5.0
110,0.001079182659831911,11.312223360593208,11.99091844257679,0.1079182659831911,5.0
115,0.001135824433519653,12.712788117106683,11.956046668627927,0.1135824433519653,5.0
120,0.0012067862738425594,12.069943526732176,12.067862738425593,0.12067862738425594,5.0
125,0.0012650469197033444,12.426382534480403,12.048065901936614,0.12650469197033445,5.0
130,0.001325492534595646,12.422620312489272,12.04993213268769,0.1325492534595646,5.0
135,0.0013748325719213075,12.774432561307147,11.955065842793978,0.13748325719213075,5.0
140,0.0014530567912627145,12.523708387540422,12.108806593855954,0.14530567912627146,5.0
145,0.0015217549682664578,12.83880485443383,12.174039746131662,0.15217549682664577,5.0
150,0.0015762058964918187,12.228606196116104,12.12466074224476,0.15762058964918188,5.0
155,0.0016492331850195099,12.588038258582877,12.21654211125563,0.164923318501951,5.0
160,0.0016986100709116916,12.017243829948006,12.132929077940654,0.16986100709116916,5.0
165,0.001772706928870685,12.601274496579958,12.225565026694378,0.1772706928870685,5.0
170,0.0018212588715002332,12.979091340553817,12.141725810001553,0.1821258871500233,5.0
175,0.0018850645502560093,13.272278548061728,12.161706775845222,0.18850645502560093,5.0
180,0.001945517876863011,12.867969218275185,12.159486730393818,0.1945517876863011,5.0
185,0.0020321841994482242,12.618486889272871,12.316267875443783,0.20321841994482243,5.0
190,0.00207483289286713,12.737179298159603,12.204899369806647,0.207483289286713,5.0
195,0.0021450633503187675,12.389405838523018,12.257504858964385,0.21450633503187674,5.0
200,0.0022107562820034674,13.196857110815046,12.281979344463709,0.22107562820034674,5.0
205,0.002289860621834539,12.865166081037358,12.377624982889401,0.2289860621834539,5.0
210,0.002343860695548289,12.665402117444064,12.336108923938362,0.23438606955482888,5.0
215,0.0023986855771947883,12.773624348141698,12.300951677921992,0.23986855771947882,5.0
