id,value
1.000000,0.004552
2.000000,0.006959
3.000000,0.009086
4.000000,0.010777
5.000000,0.011917
6.000000,0.012447
7.000000,0.012368
8.000000,0.011739
9.000000,0.010673
10.000000,0.009327
11.000000,0.007884
12.000000,0.006538
13.000000,0.005472
14.000000,0.004843
15.000000,0.004764
16.000000,0.005294
17.000000,0.006434
18.000000,0.008125
19.000000,0.010252
20.000000,0.012659
21.000000,0.004973
22.000000,0.006663
23.000000,0.008180
24.000000,0.009427
25.000000,0.010335
26.000000,0.010865
27.000000,0.011019
28.000000,0.010832
29.000000,0.010376
30.000000,0.009747
31.000000,0.009058
32.000000,0.008429
33.000000,0.007973
34.000000,0.007786
35.000000,0.007940
36.000000,0.008471
37.000000,0.009378
38.000000,0.010625
39.000000,0.012142
40.000000,0.013833
41.000000,0.005308
42.000000,0.005838
43.000000,0.006369
44.000000,0.006899
45.000000,0.007430
46.000000,0.007960
47.000000,0.008491
48.000000,0.009021
49.000000,0.009552
50.000000,0.010082
51.000000,0.010613
52.000000,0.011143
53.000000,0.011674
54.000000,0.012204
55.000000,0.012735
56.000000,0.013265
57.000000,0.013796
58.000000,0.014326
59.000000,0.014857
60.000000,0.015387
61.000000,0.008773
62.000000,0.008144
63.000000,0.007688
64.000000,0.007502
65.000000,0.007655
66.000000,0.008186
67.000000,0.009093
68.000000,0.010340
69.000000,0.011858
70.000000,0.013548
71.000000,0.015298
72.000000,0.016988
73.000000,0.018505
74.000000,0.019753
75.000000,0.020660
76.000000,0.021190
77.000000,0.021344
78.000000,0.021158
79.000000,0.020702
80.000000,0.020072
81.000000,0.022126
82.000000,0.020780
83.000000,0.019714
84.000000,0.019085
85.000000,0.019006
86.000000,0.019536
87.000000,0.020677
88.000000,0.022367
89.000000,0.024494
90.000000,0.026901
91.000000,0.029405
92.000000,0.031812
93.000000,0.033939
94.000000,0.035629
95.000000,0.036769
96.000000,0.037300
97.000000,0.037220
98.000000,0.036591
99.000000,0.035525
100.000000,0.034179
101.000000,0.022922
102.000000,0.021576
103.000000,0.020510
104.000000,0.019881
105.000000,0.019802
106.000000,0.020332
107.000000,0.021472
108.000000,0.023163
109.000000,0.025290
110.000000,0.027697
111.000000,0.030200
112.000000,0.032607
113.000000,0.034734
114.000000,0.036425
115.000000,0.037565
116.000000,0.038095
117.000000,0.038016
118.000000,0.037387
119.000000,0.036321
120.000000,0.034975
121.000000,0.011161
122.000000,0.010531
123.000000,0.010075
124.000000,0.009889
125.000000,0.010043
126.000000,0.010573
127.000000,0.011480
128.000000,0.012728
129.000000,0.014245
130.000000,0.015935
131.000000,0.017685
132.000000,0.019375
133.000000,0.020893
134.000000,0.022140
135.000000,0.023047
136.000000,0.023578
137.000000,0.023731
138.000000,0.023545
139.000000,0.023089
140.000000,0.022460
141.000000,0.009287
142.000000,0.009817
143.000000,0.010348
144.000000,0.010878
145.000000,0.011409
146.000000,0.011939
147.000000,0.012470
148.000000,0.013000
149.000000,0.013531
150.000000,0.014061
151.000000,0.014592
152.000000,0.015122
153.000000,0.015653
154.000000,0.016183
155.000000,0.016714
156.000000,0.017244
157.000000,0.017775
158.000000,0.018305
159.000000,0.018836
160.000000,0.019366
161.000000,0.010543
162.000000,0.012233
163.000000,0.013750
164.000000,0.014998
165.000000,0.015905
166.000000,0.016435
167.000000,0.016589
168.000000,0.016403
169.000000,0.015947
170.000000,0.015317
171.000000,0.014628
172.000000,0.013999
173.000000,0.013543
174.000000,0.013357
175.000000,0.013510
176.000000,0.014041
177.000000,0.014948
178.000000,0.016196
179.000000,0.017713
180.000000,0.019403
181.000000,0.011714
182.000000,0.014121
183.000000,0.016248
184.000000,0.017938
185.000000,0.019079
186.000000,0.019609
187.000000,0.019530
188.000000,0.018901
189.000000,0.017835
190.000000,0.016489
191.000000,0.015046
192.000000,0.013700
193.000000,0.012634
194.000000,0.012005
195.000000,0.011925
196.000000,0.012456
197.000000,0.013596
198.000000,0.015286
199.000000,0.017413
200.000000,0.019820
