mix_id,age_days,rubber_pct_vol,w_c_ratio,silica_fume_pct,fiber_pct_vol,air_content_pct,density_kg_m3,compressive_strength_mpa,tensile_method,tensile_strength_mpa,static_modulus_gpa,upv_km_s,poisson_ratio
M01,7,0.2729407452992574,0.2891495731963779,0.1,0.0,2.737487242794679,2315.4158267994717,49.11681951212636,split,3.9246699987391076,0.03357585420300837,3.1318902831151703,0.20360807817672358
M01,28,0.2729407452992574,0.2891495731963779,0.1,0.0,2.737487242794679,2315.4158267994717,61.80222064161987,split,4.402405750633624,0.03766292036610697,3.143636573133922,0.20360807817672358
M01,56,0.2729407452992574,0.2891495731963779,0.1,0.0,2.737487242794679,2315.4158267994717,61.05822798979148,split,4.375826813026152,0.037435535507184814,3.130079165170057,0.20360807817672358
M02,7,0.07036236043401214,0.4180560661314815,0.05,0.007,3.106297591188425,2430.6229531373397,39.19404370507548,split,3.5058882049933757,0.032259295891319886,3.1220983843428236,0.20062487058453324
M02,28,0.07036236043401214,0.4180560661314815,0.05,0.007,3.106297591188425,2430.6229531373397,48.577611578069096,split,3.9030678947313318,0.03591392957730862,3.138165570385134,0.20062487058453324
M02,56,0.07036236043401214,0.4180560661314815,0.05,0.007,3.106297591188425,2430.6229531373397,54.02612413445717,split,4.116138059949614,0.03787448653277547,3.124075164142157,0.20062487058453324
M03,7,0.32790182463720086,0.43128175782890166,0.0,0.005,2.979858404275186,2314.2204770796,34.17811200039947,split,3.2738747568172606,0.02798656438450948,3.0581253881384223,0.20669939710644272
M03,28,0.32790182463720086,0.43128175782890166,0.0,0.005,2.979858404275186,2314.2204770796,40.39859804210153,split,3.559353922554351,0.030426969606395335,3.0415837003610364,0.20669939710644272
M03,56,0.32790182463720086,0.43128175782890166,0.0,0.005,2.979858404275186,2314.2204770796,40.67104172809703,split,3.5713357005371575,0.030529395271964386,3.0956160445944594,0.20669939710644272
M04,7,0.3296966384389646,0.31633970377376625,0.05,0.005,4.519760818358723,2300.091699122494,43.11541944280144,split,3.6770906348990824,0.0311460150599286,3.054269200188672,0.20380085757356037
M04,28,0.3296966384389646,0.31633970377376625,0.05,0.005,4.519760818358723,2300.091699122494,50.6135085659612,split,3.984017606171619,0.03374577476637246,3.1485558245017264,0.20380085757356037
M04,56,0.3296966384389646,0.31633970377376625,0.05,0.005,4.519760818358723,2300.091699122494,55.50982870945253,split,4.17227543233717,0.03534037268932048,3.046674199597376,0.20380085757356037
M05,7,0.3709629034100668,0.3194243920630912,0.1,0.007,4.072660147410857,2286.8669651727614,42.30347811371361,split,3.642302944080927,0.030585659184132093,3.116689794947869,0.20636107090132796
M05,28,0.3709629034100668,0.3194243920630912,0.1,0.007,4.072660147410857,2286.8669651727614,52.82873743558743,split,4.070269285907288,0.0341794384151136,3.1584471465253436,0.20636107090132796
M05,56,0.3709629034100668,0.3194243920630912,0.1,0.007,4.072660147410857,2286.8669651727614,52.17198816971258,split,4.044890046715963,0.03396632029392056,3.0480015448148663,0.20636107090132796
M06,7,0.092622249926827,0.3082036788509266,0.0,0.003,4.33089856246128,2402.580039339846,48.09336048608823,split,3.883565095171867,0.035117841517562184,3.181449053819385,0.19818133553631226
M06,28,0.092622249926827,0.3082036788509266,0.0,0.003,4.33089856246128,2402.580039339846,61.80864148648697,split,4.402634435217432,0.03981162013942897,3.1349464377795435,0.19818133553631226
M06,56,0.092622249926827,0.3082036788509266,0.0,0.003,4.33089856246128,2402.580039339846,60.71712559748129,split,4.363586894673937,0.039458525674201175,3.1316663135116904,0.19818133553631226
M07,7,0.0737351949713919,0.28253213584923953,0.0,0.003,4.912973312733047,2403.2123377498847,49.33901855949785,split,3.9335373673398006,0.03558376735348017,3.20339188992681,0.2035869246067666
M07,28,0.0737351949713919,0.28253213584923953,0.0,0.003,4.912973312733047,2403.2123377498847,60.10123208215302,split,4.341399127120563,0.039273387310550724,3.170023871849503,0.2035869246067666
M07,56,0.0737351949713919,0.28253213584923953,0.0,0.003,4.912973312733047,2403.2123377498847,62.01578191490958,split,4.410005579193257,0.03989401851384685,3.212517000743912,0.2035869246067666
M08,7,0.36744019670941735,0.3863407809750289,0.08,0.007,5.458761004375099,2282.6942028913554,34.719361773360156,split,3.299695721142443,0.027632865682108567,3.1060203809253086,0.2014803605557874
M08,28,0.36744019670941735,0.3863407809750289,0.08,0.007,5.458761004375099,2282.6942028913554,39.75540003349427,split,3.5309054717598722,0.029569101178693442,3.1484243476633855,0.2014803605557874
M08,56,0.36744019670941735,0.3863407809750289,0.08,0.007,5.458761004375099,2282.6942028913554,41.68335083786876,split,3.6155081002198908,0.03027759470844825,2.9971210060725424,0.2014803605557874
