time_s,PG1,PG2,PG3,PG4,PG5,PG6,PG7,PG8,PG9,PG10,PG11,PG12,PG13,PG14
-5.000000,-0.026974,-0.026170,-0.014469,-0.024589,-0.033245,-0.028948,-0.033523,-0.038984,-0.025569,-0.028875,-0.020478,-0.017377,-0.038634,-0.027517
-4.999941,-0.008899,-0.006954,-0.002634,-0.005160,-0.006816,-0.011983,-0.011390,-0.006925,-0.002239,-0.002194,0.001903,-0.008318,0.005224,0.000442
-4.999884,0.030697,0.022627,0.016472,0.019699,0.016281,0.003930,0.024673,0.006830,0.011814,0.010725,0.018772,0.014952,0.015894,0.004237
-4.999825,-0.005466,-0.012738,-0.002867,-0.001653,-0.002128,-0.004365,0.004772,-0.005967,0.003021,-0.004604,-0.005889,0.005441,0.003722,-0.011778
-4.999765,-0.005592,-0.000501,0.004794,-0.000417,-0.000930,0.005473,0.008121,0.013362,-0.003377,0.005032,0.001515,-0.004613,0.003218,-0.002536
-4.999706,-0.021817,-0.023657,-0.032168,-0.014559,-0.021809,-0.031877,-0.037223,-0.021745,-0.020319,-0.019943,-0.019592,-0.024639,-0.019717,-0.017047
-4.999649,-0.050200,-0.058222,-0.052039,-0.053784,-0.054230,-0.056721,-0.046778,-0.052874,-0.068032,-0.056029,-0.059775,-0.047663,-0.064786,-0.049984
-4.999590,0.029080,0.030481,0.024132,0.018395,0.023931,0.020542,0.034580,0.019883,0.029828,0.020391,0.027191,0.027834,0.032753,0.028159
-4.999531,0.032674,0.013574,0.023541,0.025332,0.026470,0.022218,0.010846,0.033550,0.031992,0.025794,0.024913,0.033738,0.030492,0.030205
-4.999472,-0.005667,0.006512,0.003771,-0.001367,-0.005498,0.008728,0.009184,0.000292,-0.008221,0.009318,-0.002000,-0.001189,0.003234,-0.006494
-4.999414,0.004336,0.006110,0.000060,0.002796,0.000415,0.015010,0.004096,0.008694,0.014325,0.002893,-0.001492,0.012215,0.002101,0.012050
-4.999355,0.004416,-0.007687,0.004939,0.005778,0.001637,-0.008258,0.000557,-0.001685,0.000868,-0.015753,-0.010395,-0.006983,0.006685,-0.010978
-4.999296,-0.024140,-0.024921,-0.030995,-0.010186,-0.021818,-0.009933,-0.027089,-0.036149,-0.016043,-0.030160,-0.019864,-0.018447,-0.025639,-0.020204
-4.999237,-0.002157,-0.005551,-0.019896,-0.020977,-0.008836,-0.014612,-0.001597,-0.007509,-0.017600,-0.016696,-0.024225,-0.019799,-0.018666,-0.017368
-4.999180,0.037337,0.044300,0.032468,0.045126,0.036543,0.040212,0.030560,0.038349,0.051290,0.042513,0.049160,0.032412,0.048533,0.039642
-4.999121,0.028092,0.031936,0.023076,0.014911,0.038061,0.019584,0.033894,0.025607,0.026436,0.022630,0.017796,0.033941,0.023784,0.024677
-4.999062,-0.018551,-0.020009,-0.020231,-0.013855,-0.005955,-0.023684,-0.006031,-0.011810,-0.013143,-0.018643,-0.012521,-0.016164,-0.009485,-0.006573
-4.999004,0.000220,0.004986,0.002009,0.016893,0.007392,0.010555,0.012187,0.006767,0.008416,0.016226,0.011664,0.013274,0.012776,0.010899
-4.998945,0.005062,0.004691,0.003114,0.011125,0.003462,0.016359,0.002769,0.010424,0.001940,-0.000026,0.012022,0.016524,0.014314,0.011802
-4.998886,0.006688,0.005537,0.005470,-0.006256,0.013042,0.016446,0.005304,0.010587,0.000418,0.009232,0.003458,0.001142,0.010114,0.015212
-4.998827,0.000982,-0.004874,-0.010598,-0.012081,-0.009842,0.003116,-0.010758,-0.017134,-0.006706,-0.001842,-0.015031,-0.011747,-0.012483,-0.016427
