material,x_position_um,y_position_um,youngs_modulus_GPa,hardness_GPa,reduced_modulus_GPa,max_load_mN,max_depth_nm,contact_area_nm2,creep_compliance_1_GPa,creep_depth_nm,plastic_work_pJ,elastic_work_pJ,oliver_pharr_beta,measurement_temp_C,drift_rate_nm_s
YSZ,0,0,169.18563091250718,12.199161022012737,185.91827572802987,10,16153.25621749751,819728.502800769,0.00909122173240097,504.29075280756757,113072.79352248258,48459.76865249253,1.034,25,0.048598721476183784
YSZ,0,50,156.82364930305778,10.693112156246235,172.33368055281073,10,17253.33292446579,935181.4377219112,0.009043978465997611,535.8351445132823,120773.33047126053,51759.998773397376,1.034,25,0.04623070029952553
YSZ,0,100,186.31599398932593,15.245528571390073,204.74285053772078,10,14449.533311435214,655930.0291343201,0.008562334689580006,424.8588731780674,101146.73318004649,43348.59993430564,1.034,25,0.012166749358392778
YSZ,0,150,163.39839958503995,11.67985255185891,179.55868086268126,10,16508.45322519332,856175.1919041519,0.009101879889437964,515.983906572998,115559.17257635322,49525.35967557995,1.034,25,0.015041215990223535
YSZ,0,200,166.47344880080266,14.615332717793628,182.93785582505785,10,14757.769076367633,684212.9558792302,0.008388125890155269,425.09336144789336,103304.38353457343,44273.3072291029,1.034,25,0.016925921961735972
YSZ,0,250,162.24504337232946,14.287555494889165,178.2912564531093,10,14926.091462616138,699909.7923768081,0.008955848195165378,459.04101863850224,104482.64023831295,44778.27438784841,1.034,25,0.03521391339290251
YSZ,0,300,164.27227036499488,10.414953460964409,180.5189784230713,10,17482.212578650408,960157.915009446,0.0090914482589112,545.7932255304227,122375.48805055284,52446.63773595122,1.034,25,0.032480328787200176
YSZ,0,350,185.23746987220423,11.416124178344688,203.55765920022444,10,16698.048632138394,875954.0316641841,0.008275495617650211,474.5242453651504,116886.34042496874,50094.14589641518,1.034,25,0.0313080572027854
YSZ,0,400,164.04386693022698,10.01010352866476,180.26798563761207,10,17832.235010921442,998990.6669160984,0.008916131667219612,545.9852684080727,124825.64507645009,53496.70503276433,1.034,25,0.012816370451829857
YSZ,0,450,153.96564773697736,11.375088374280816,169.19301949118392,10,16728.140749145547,879114.0491365409,0.008886849041314033,510.49812287689406,117096.98524401881,50184.42224743664,1.034,25,0.04831727083362712
YSZ,50,0,169.79096256053722,12.713215092364441,186.58347534124968,10,15823.311081183545,786583.0891200764,0.00869920178044059,472.6889428383963,110763.17756828481,47469.93324355063,1.034,25,0.043567962829571455
YSZ,50,50,176.58137465380975,13.431183054702196,194.04546665253818,10,15394.583003372616,744536.0516100662,0.008501659229628868,449.43852378594124,107762.08102360832,46183.74901011785,1.034,25,0.011515671025956395
YSZ,50,100,162.08142782047923,11.216451441205335,178.11145914338377,10,16846.020443537796,891547.5676436742,0.00887818348341403,513.5942019066242,117922.14310476456,50538.06133061339,1.034,25,0.027899477144164846
YSZ,50,150,170.43759845254488,13.57620830319765,187.2940642335658,10,15312.137390622014,736582.6876451701,0.008598198528929811,452.1077569230268,107184.96173435409,45936.41217186604,1.034,25,0.029815928737791472
YSZ,50,200,163.35250735715024,10.959076544011607,179.50824984302224,10,17042.6876098181,912485.6423659457,0.00848932448573839,496.83237728909273,119298.81326872668,51128.06282945429,1.034,25,0.03134776737141801
YSZ,50,250,159.9614578119245,12.819809685107959,175.7818217713456,10,15757.389659198343,780042.7811043427,0.00916360014317745,495.84858428199203,110301.72761438841,47272.16897759503,1.034,25,0.01932777998862559
YSZ,50,300,182.78996433354308,11.582672852808862,200.86809267422316,10,16577.56229661652,863358.5811391491,0.008332006059543075,474.3172488378312,116042.93607631564,49732.68688984957,1.034,25,0.032823682206601604
