crack_id,region,length_um,width_um,angle_deg,type
0,Anode_Electrolyte_Interface,12.713029239067364,0.5286749276226763,-17.454617638012618,intergranular
1,Anode_Electrolyte_Interface,9.653784974334833,0.2024067825503268,2.8596500858981706,intergranular
2,Anode_Electrolyte_Interface,4.2813787071331175,0.7872828164402905,8.77014297823234,intergranular
3,Anode_Electrolyte_Interface,13.632241408739867,0.5561061587447431,7.121186428648095,interface
4,Anode_Electrolyte_Interface,5.254108411025391,0.5784009840272547,-13.437852151360778,intergranular
5,Anode_Electrolyte_Interface,12.276559806429875,0.1,5.750966576476316,intergranular
6,Anode_Electrolyte_Interface,1.1279270073962913,0.1,28.78539975345438,interface
7,Anode_Electrolyte_Interface,1.854410338008157,0.1,-21.655436262576394,intergranular
8,Anode_Electrolyte_Interface,47.42487438449714,2.2390816072798922,-22.781577141061103,intergranular
9,Anode_Electrolyte_Interface,0.8797802108078365,0.5606765369286842,8.71894651871303,interface
10,Anode_Electrolyte_Interface,3.547882767972817,0.1,15.738215101886938,intergranular
11,Anode_Electrolyte_Interface,4.877731119412726,1.0679358598284971,-16.16260972154874,transgranular
