pore_diameter_um,material
3.5382557979895544,Ni-YSZ_anode
2.2738426789943422,Ni-YSZ_anode
4.045471310919591,Ni-YSZ_anode
1.7119655168346126,Ni-YSZ_anode
4.321167873327761,Ni-YSZ_anode
10.49580602337682,Ni-YSZ_anode
3.236304963718996,Ni-YSZ_anode
2.207081045193396,Ni-YSZ_anode
3.1998369067170764,Ni-YSZ_anode
4.003696490307447,Ni-YSZ_anode
1.8089819413814645,Ni-YSZ_anode
3.7937430561915795,Ni-YSZ_anode
3.302250289658558,Ni-YSZ_anode
3.748136619562343,Ni-YSZ_anode
1.688871104282928,Ni-YSZ_anode
5.600938252491532,Ni-YSZ_anode
5.4234995477867765,Ni-YSZ_anode
2.9275739140151753,Ni-YSZ_anode
7.022583013428805,Ni-YSZ_anode
2.280516501195488,Ni-YSZ_anode
8.216864169310238,Ni-YSZ_anode
5.024613760342064,Ni-YSZ_anode
4.485138118497794,Ni-YSZ_anode
5.831120086409292,Ni-YSZ_anode
13.203534887089031,Ni-YSZ_anode
4.509301845645421,Ni-YSZ_anode
2.3379293663610414,Ni-YSZ_anode
10.51794968983313,Ni-YSZ_anode
2.671880832678369,Ni-YSZ_anode
4.782069724346753,Ni-YSZ_anode
3.098090169705552,Ni-YSZ_anode
2.8021366662079545,Ni-YSZ_anode
3.105621797622342,Ni-YSZ_anode
4.411519802254141,Ni-YSZ_anode
2.4218745611310486,Ni-YSZ_anode
8.977778218297892,Ni-YSZ_anode
2.1565552282795606,Ni-YSZ_anode
3.895828053414079,Ni-YSZ_anode
4.116594427035645,Ni-YSZ_anode
5.77990538301876,Ni-YSZ_anode
1.7485538712196127,Ni-YSZ_anode
3.1902726120702645,Ni-YSZ_anode
2.992768460522632,Ni-YSZ_anode
3.025341777785153,Ni-YSZ_anode
4.429801404876522,Ni-YSZ_anode
1.7689590315673331,Ni-YSZ_anode
2.242691525176603,Ni-YSZ_anode
6.934897210244759,Ni-YSZ_anode
7.57920792573156,Ni-YSZ_anode
1.8687742281493485,Ni-YSZ_anode
3.6639288304733766,Ni-YSZ_anode
5.05382825474727,Ni-YSZ_anode
5.610001895360575,Ni-YSZ_anode
2.1678940016184103,Ni-YSZ_anode
3.6440421540207986,Ni-YSZ_anode
4.269888151372957,Ni-YSZ_anode
3.0236067748210687,Ni-YSZ_anode
3.0987650606353156,Ni-YSZ_anode
4.135286328628939,Ni-YSZ_anode
2.850057073040492,Ni-YSZ_anode
2.1442400180742793,Ni-YSZ_anode
5.55008529508333,Ni-YSZ_anode
5.055239122775318,Ni-YSZ_anode
5.712676113860106,Ni-YSZ_anode
4.977282221382093,Ni-YSZ_anode
2.6469304135662974,Ni-YSZ_anode
3.059393865592846,Ni-YSZ_anode
1.4704332023821356,Ni-YSZ_anode
2.678601254036424,Ni-YSZ_anode
1.8416117334177382,Ni-YSZ_anode
2.3406886338790307,Ni-YSZ_anode
3.105736958429805,Ni-YSZ_anode
5.266039266870308,Ni-YSZ_anode
2.3286062862981347,Ni-YSZ_anode
2.952949056545654,Ni-YSZ_anode
5.8647831723968755,Ni-YSZ_anode
6.022384073168128,Ni-YSZ_anode
2.7324859089200846,Ni-YSZ_anode
2.8589406034910643,Ni-YSZ_anode
5.996372652467107,Ni-YSZ_anode
