crack_id,region,length_um,width_um,angle_deg,type
0,Electrolyte_Cathode_Interface,3.7725350983356654,0.6475927560598423,-1.7098113280875304,intergranular
1,Electrolyte_Cathode_Interface,41.97815361831702,1.8788682788439026,1.5387302344768021,intergranular
2,Electrolyte_Cathode_Interface,30.241166885023404,0.9877390723930055,-19.913154411700166,intergranular
3,Electrolyte_Cathode_Interface,86.7106935208825,3.962995572605248,-6.012966073568207,transgranular
4,Electrolyte_Cathode_Interface,4.3715965528531155,0.5172111110960349,15.39898616997162,intergranular
5,Electrolyte_Cathode_Interface,5.976727298859643,0.6542598410763163,13.275493746697991,intergranular
6,Electrolyte_Cathode_Interface,8.755013421157132,0.1,-3.158627925306429,interface
7,Electrolyte_Cathode_Interface,3.826707545121981,0.1,11.990667912350547,intergranular
8,Electrolyte_Cathode_Interface,2.17540138478711,0.1,5.88839432637119,interface
9,Electrolyte_Cathode_Interface,22.007254559479836,1.7031911156839685,-5.001831261164288,intergranular
10,Electrolyte_Cathode_Interface,1.7274163495451609,0.1,12.617535299732127,intergranular
11,Electrolyte_Cathode_Interface,56.61601463532257,2.7108864107416486,0.03780731317597591,intergranular
